,tanB,cosBA
0,0.27300860582311065,-0.0037990659776504536
1,0.032957918973442024,0.006492917356129542
2,-0.15884753193439544,0.003939653502170164
3,0.823012075818093,-0.00042576110020095363
4,-0.06814986486501035,-0.011155658256985963
5,-0.7909821287611487,0.0023439817252763604
6,0.6042861539240834,-0.004461040576325435
7,-0.24068002556985546,0.053805586001591126
8,-0.7435896265797095,0.0075827657119440645
9,0.158993918629747,0.010663979346617251
10,0.5615802935291273,0.01449961831517659
11,0.6608965914964426,0.0012858543808485423
12,-0.7264044159435141,0.0026349367306244117
13,0.8598942156824992,-0.009301725601428532
14,-0.4257993094132291,0.013590419362731553
15,-1.2092527180592818,0.0002005726369418738
16,-0.882484985494863,0.0033360767691067517
17,-0.09153090347784926,-0.0006881880514316811
18,-0.22944259156100577,0.004737365449046892
19,0.14508420531878763,-0.006281024895108983
20,0.635163742890469,0.003556183207883288
21,-0.9873017547337967,0.005709735205711067
22,0.052775986403892916,0.029321530404070963
23,0.6554629212134713,-0.02041458213208286
24,-0.3864880476060787,0.015745638136242697
25,-0.687522648932442,0.001578672870179803
26,-0.5705454620586181,-0.002918663909067654
27,-0.1869537885577397,-0.003526411990405256
28,-0.4029005469499277,0.024734018264925578
29,1.5243296261149601,0.0015202990887654023
30,-1.1167169864286008,-0.0022401140777957226
31,-0.24746392121439514,-0.007862983293900535
32,0.4074154972680295,0.018951264533047064
33,1.1911108859992683,0.002397361255345029
34,-0.2992302499635242,0.00831098389259844
35,-0.5433470187806391,-0.0009341940094402205
36,-0.11185412028375552,0.02207201524761743
37,0.1944888266006537,-0.012413710732286382
38,1.7610438486381046,0.0013633974172075453
39,-0.19472753713890648,0.007979894294519792
40,0.37734641116567513,-0.00010166975905512819
41,0.06740773957766,0.006075914102356375
42,0.03164030679609704,-0.009579728387410759
43,0.22270941550100154,-0.04719837140970102
44,-0.1550707569142793,0.0005483557752645179
45,-0.5555063310316329,0.004978685475991519
46,0.5009926877611894,-0.014040875089506702
47,-0.46096037591429667,0.008136994042739897
48,-0.2880078887717291,0.011573354441925289
49,0.3527826271055188,0.01208504987034793
50,0.4308910796176544,0.02590742357397553
51,0.6268139407496123,0.009104719580157716
52,-1.195017664879125,-0.0018177233625995114
53,0.3895912489097546,-0.011828895627036734
54,0.45211687453331495,0.0018570031659924796
55,-0.06496714324769048,0.007043245169149002
56,-0.03881720724096166,-0.020568639764823933
57,-0.10072638101305148,-0.0063520956381311385
58,-0.14487033063931842,-0.0010950390279138508
59,0.6304496732113417,0.0036606233948263565
60,0.5384550379354309,0.0032047624292391675
61,1.0871320541431544,-0.0054462551009334965
62,0.9482400703379734,0.004398450327688878
63,0.08088214022809648,-0.023592227982158546
64,0.3530630264095326,0.01877610866362409
65,0.09293030588443218,0.001797620782632468
66,-0.08905101298848117,0.04126496951451999
67,0.08892433940791294,-0.00994189688136668
68,1.4882462713709876,0.0011391690572841468
69,0.9268683597145699,-0.006008409152285095
70,0.2834011940711314,0.011165719364615304
71,1.1023271985135508,0.0003828015361019201
72,-0.5624739531299185,0.006282522934031823
73,-0.07012527439514415,0.012110202683406367
74,0.6499134537351065,0.0097529004640543
75,-0.031169612831390525,-0.008947885887478711
76,0.5345233416676793,0.018378522483848015
77,0.7589112695776628,0.009429596578635732
78,0.27222022590217754,-0.005441109992124318
79,-0.848921157048353,-0.003669454942364749
80,0.4791178997667493,0.012718351790363
