,k
236,0.9935731601971559
237,0.9765749685316206
238,0.996982100712275
239,0.9956317896776182
240,0.9629653679428124
241,0.9558272665423699
242,0.9958515082801978
243,0.9763878075651504
244,0.9935388642104096
245,0.9472539609593079
246,0.9795257036741152
247,0.9801207348639115
248,0.9774890395916862
249,0.9695455495971461
250,0.9901433018675223
251,0.9798845617761904
252,0.9731269540032091
253,0.9647459175329565
254,0.9802949365867906
255,0.9790151038559167
256,0.9820002362925231
257,0.9775841707726293
258,0.9861980633242861
259,0.9883007666507355
260,0.9731557684568144
261,0.9873993045743431
262,0.9711769293656569
263,0.9475407950159151
264,0.980179880516328
265,0.9719247140425605
266,0.9770906237218262
267,0.9787769109818248
268,0.962010860582491
269,0.9914157950643557
270,0.9830549875578567
271,0.9718950963466474
272,0.9777196383694453
273,0.9769891279070744
274,0.9881217413233209
275,0.959397980822003
276,0.9991409504989529
277,0.967407913361312
278,0.9869017510953209
279,0.9886999808313789
280,0.9706466335218329
281,0.9806620450858506
282,0.9863644903588349
283,0.9944040259547602
284,0.9654983427923632
285,0.9975911618074901
286,0.9829758869031083
287,0.984345720469792
288,0.928401877425763
289,0.9620362676671782
290,0.9802909190990412
291,0.9331325025396988
292,0.9819084619121236
293,0.955163544077463
294,0.9902656425134297
295,0.9551559830412096
296,0.9964917986196737
297,0.9844489613717358
298,0.9970507894134252
299,0.9665392920400974
300,0.9647625397126514
301,0.9979725858829953
302,0.9712767445840439
303,0.9617278834192925
304,0.996788616663678
305,0.9805148330965661
306,0.9418084211642089
307,0.962733192691552
308,0.9661283650380911
309,0.9773370435381655
310,0.9842362555996729
311,0.9905320525624245
312,0.9585208684607622
313,0.9905609983648997
314,0.9607386885137119
315,0.9750489050026226
316,0.9499639377753133
317,0.9604392357635358
318,0.9867883429841177
319,0.9751207149874749
320,0.9622417164731807
321,0.9875048030329792
322,0.961512747914979
323,0.9871266020704278
324,0.9683818510699174
325,0.9931586074383193
326,0.9928296900677497
327,0.9922811565119561
328,0.9844498658231853
329,0.9879476106225363
330,0.9625155160098579
331,0.9993323071538395
332,0.9752163199265732
333,0.9551537422455474
334,0.9912723761489914
335,0.9570880407463762
336,0.9680209871781538
337,0.9966599314271606
338,0.9618243081370437
339,0.9442553514932711
340,0.9441136774783793
341,0.9642149593947381
342,0.9790267982616676
343,0.9592841028163397
344,0.9836785652378722
345,0.9536542458725706
346,0.9846052024542882
347,0.9802517327342564
348,0.9491114585157517
349,0.9754145837588498
350,0.9558024748879661
351,0.9936415437427312
352,0.967131034502629
353,0.9618630807999703
354,0.9885735426126954
355,0.9758537613335541
356,0.9992767211674792
357,0.988792084881085
358,0.9938192028939252
359,0.977165837732488
360,0.9587313818069411
361,0.9741421902049452
362,0.9349105027440512
363,0.941674327586164
364,0.9886684728958245
365,0.9740509906758725
366,0.9549374743809312
367,0.9985274887821805
368,0.985171963267411
369,0.9591996779832712
370,0.9555078554524317
371,0.9914933470606664
372,0.9952942812522146
373,0.9893921364932845
374,0.9905933085788595
375,0.9814726412646277
376,0.9975405550057457
377,0.9990364599827926
378,0.9503841523590435
379,0.9716161972190991
380,0.9648290109676791
381,0.983188604379624
382,0.9441245216484231
383,0.9921636793658443
384,0.9752114203750321
385,0.9877943572877692
386,0.9916415006747389
387,0.973805544354046
388,0.9880177724638923
389,0.9613213205233194
390,0.9827356227324412
391,0.9792984340180209
392,0.9656162142268404
393,0.9930530209189002
394,0.973972100516732
395,0.9872108035490788
396,0.9634191446124011
397,0.9633917435701495
398,0.9613457989900063
399,0.9821481722565943
400,0.9859429305091585
401,0.9884920234849548
402,0.9824730842698387
403,0.961890372111889
404,0.9972108618339767
405,0.9386069106464568
406,0.9851644224560585
407,0.9588685317257877
408,0.971447071468715
409,0.9842953147457125
410,0.9477973089165371
411,0.9346674720096173
412,0.9937238169103694
413,0.9654166883949543
414,0.9660313468108198
415,0.9883149688460463
416,0.969954655539321
417,0.9911800087564225
418,0.9989012588651555
419,0.990754085000752
420,0.9927745877314054
421,0.9766205435952319
422,0.9839881632662688
423,0.9653240042120265
424,0.9833200028176076
425,0.9868470294126214
426,0.9984731409462843
427,0.9854304165638698
428,0.973625632198941
429,0.974467252847217
430,0.9677732572107575
431,0.9774294448095537
432,0.9782877489052275
433,0.9485006053935778
434,0.9794791571900893
435,0.996414588561199
436,0.9959659734636849
437,0.9763429600963147
438,0.9563051509086623
439,0.9458983830241722
440,0.9612704491307117
441,0.964348842300914
442,0.9819406674950053
443,0.9634774472837533
444,0.9865489824839426
445,0.9708638312785492
446,0.9830063343434726
447,0.9928964239156033
448,0.9872500262249424
449,0.9475210648966086
450,0.9743710815378014
451,0.999060169027595
452,0.9660797976374832
453,0.9939895948243943
454,0.9853749292620227
455,0.975980010660282
456,0.9570487265246553
457,0.9869284986609039
458,0.998501398962649
459,0.9690425039351628
460,0.988008089985998
461,0.9726292062029099
462,0.9906867490792852
463,0.9972618363366378
464,0.9601686727616622
465,0.9698597770163916
466,0.9897509239355137
467,0.9908020473072288
468,0.9755159263139042
469,0.9703916098470213
470,0.9645428696921161
471,0.9660525174772586
472,0.9645627052548456
473,0.9841294324175722
474,0.9873319332420081
475,0.9607981908117843
476,0.9570211291294851
477,0.9851876157324956
478,0.9944784127192492
479,0.9800829003685007
480,0.9831389066818835
481,0.9954292502178904
482,0.9645522629682607
483,0.983835445864686
484,0.9926266154649876
485,0.9892376514665908
486,0.9777111406106277
487,0.9865846323191096
488,0.9890140807204271
489,0.974193897212107
490,0.9707106831147786
491,0.991464552597651
492,0.991300359026577
493,0.9898049600547677
494,0.9739466748583995
495,0.9623610453260969
496,0.99313017635694
497,0.9465964329628413
498,0.9873463208905575
499,0.9744210528386142
500,0.9590090370083889
501,0.9907502704118946
502,0.9658777720799707
503,0.9724181719897649
504,0.9819698034766574
505,0.9956416467158185
506,0.9772765783618818
507,0.9548160722368321
508,0.9768757605794718
509,0.9861939010166011
510,0.9835251438267532
511,0.9801173337293039
512,0.9662071154194046
513,0.9907552631057812
514,0.9798745491190876
515,0.9650978429613225
516,0.9312729986474282
517,0.967975364484034
518,0.9612708244427839
519,0.9657944613668672
520,0.9919182394485664
521,0.9774626791402937
522,0.9752315611610965
523,0.9545447722504529
524,0.9670334229921609
525,0.9851218672951302
526,0.975425720600121
527,0.9605315362310233
528,0.9717965465548147
529,0.9786147235822337
530,0.9562935831442699
531,0.9750586893669893
532,0.9812353272315014
533,0.9825728865433093
534,0.9989733656718742
535,0.9655086302353191
536,0.9765422150488223
537,0.9855062639028004
538,0.9750699889067315
539,0.9966155613529079
540,0.9923747459653174
541,0.9958991889620723
542,0.9705821222203846
543,0.9718522653800625
544,0.9960315689206093
545,0.9504439257026288
546,0.9603688513657779
547,0.9857879586105379
548,0.9463501670850304
549,0.9926399772183702
550,0.9771587388804847
551,0.9691524980562248
552,0.9966395763179101
553,0.9824219171640048
554,0.9801262092877722
555,0.97113870499776
556,0.973401511567662
557,0.986753583556756
558,0.9821969035676561
559,0.9730700415734618
560,0.9969636358465831
561,0.9945384939616889
562,0.9707496208622469
563,0.9989521465775644
564,0.9877328097490938
565,0.9897024078314712
566,0.9685331350915488
567,0.9613853551119831
568,0.9665706402131884
569,0.9999179984998702
570,0.9667206534113761
571,0.9724116081855245
572,0.9996622415944779
573,0.9479532864860345
574,0.9851781867594155
575,0.9958001598801283
576,0.952251326875131
577,0.9512578115694447
578,0.9529857751832083
579,0.9871451048098673
580,0.9795263035275986
581,0.9520950133316491
582,0.9864149685896246
583,0.9754302644410465
584,0.9651482202203194
585,0.9847994098812864
586,0.9713878881977547
587,0.9992498722612793
588,0.967165091402433
589,0.9589389116220072
590,0.9698455477064003
591,0.9977145217103076
592,0.9735643186077959
593,0.9706978354738663
594,0.9768183312730341
595,0.915235224676804
596,0.9848119364233031
597,0.9674946830387707
598,0.9827222267569734
599,0.9772409848787706
600,0.9981324263612679
601,0.9723410840971868
602,0.9979226245599996
603,0.9710639156113426
604,0.9788289273840066
605,0.987782720445346
606,0.9630986793007503
607,0.9555376983834063
608,0.978718446513863
609,0.9950736922222437
610,0.9623037622264303
611,0.9965045347390776
612,0.9911549972614716
613,0.9723024265274911
614,0.9816730467243749
615,0.9440261923514405
616,0.9926860981938955
617,0.9966642990386901
618,0.9876163601037136
619,0.9559887960756159
620,0.9784059489148564
621,0.9767034143983309
622,0.9835038819271772
623,0.9740835510899029
624,0.999866783726774
625,0.9397668773274775
626,0.9714290569716302
627,0.9860660694505478
628,0.9849850765787368
629,0.9565216193255175
630,0.9690833973521998
631,0.9768629714200953
632,0.9902422796421062
633,0.9848863631997026
634,0.9755851495514236
635,0.9463436074384903
636,0.9733160677937885
637,0.9618470123581583
638,0.9776072834637328
639,0.9985773457967687
640,0.9884380305165785
641,0.9737474069583155
642,0.953141106110966
643,0.994237908968614
644,0.9912996726825455
645,0.9729540187467958
646,0.9964833952286862
647,0.9738337803746111
648,0.999528774256262
649,0.9660812086939881
650,0.9843494570254212
651,0.9615087740527734
652,0.9793231345027471
653,0.9611521548853419
654,0.9924881396866659
655,0.996682196868259
656,0.9686683901172052
657,0.9931587464964713
658,0.9509022042966906
659,0.9977189590387033
660,0.9999609336067852
661,0.9730468510557013
662,0.9814268320873354
663,0.9784540677306449
664,0.9830376921052302
665,0.970735323547493
666,0.9746500341921379
667,0.9862159796053136
668,0.9944475152551606
669,0.965208579032018
670,0.9477974247995777
671,0.9594773756756874
672,0.9361705247472343
673,0.9664679436606891
674,0.9779628908560065
675,0.9686283778959194
676,0.9793551613335839
677,0.9799798562533907
678,0.9844110591048647
679,0.984133704488936
680,0.9817228644896192
681,0.9891913251549128
682,0.9974035288421126
683,0.9725758238466603
684,0.9752209106630586
685,0.9833725694475667
686,0.9826749909732803
687,0.977232833979348
688,0.9903553428391606
689,0.9821584899194713
690,0.9697640450629516
691,0.998618790583755
692,0.9790979735863201
693,0.981129732003744
694,0.9789238856859327
695,0.9621346628775875
696,0.9702792390336388
697,0.9992304453338271
698,0.9582169712767699
699,0.9761121185717648
700,0.9835238298316706
701,0.981805130033081
702,0.9796524996188403
703,0.9895551994389326
704,0.9948802013507346
705,0.9828594612066681
706,0.9730465055228819
707,0.9989819325634284
708,0.9762085073168987
709,0.9759811582026064
710,0.9793391464033591
711,0.9613014059132848
712,0.9910979808944831
713,0.9968735862363083
714,0.949294664030909
715,0.9787468255816161
716,0.9774644173487638
717,0.9744657658320581
718,0.9991716401630342
719,0.9828524781393021
720,0.9792492441336759
721,0.9900306892327166
722,0.9773595634589433
723,0.9842508946805063
724,0.9675074218654316
725,0.9880099529128995
726,0.9709187513671703
727,0.9772763847979207
728,0.9970357354534142
729,0.9919005607405154
730,0.9711011212403724
731,0.9764111164464565
732,0.9943018360437943
733,0.9851255547707454
734,0.9625308101299805
735,0.9808233829554355
736,0.9752857163853497
737,0.9771837802003117
738,0.9234190320232699
739,0.9724414178651947
740,0.9923402941042074
741,0.9781954943083294
742,0.9429371725210568
743,0.9955887196479808
744,0.9803917373941973
745,0.9820112973127347
746,0.998394529805502
747,0.9800194828156547
748,0.9872960479607086
749,0.9822357260760061
750,0.9922308055180455
751,0.9812624444532324
752,0.9913418117235561
753,0.9673245915465936
754,0.9615132735696139
755,0.99175043374241
756,0.984458562718081
757,0.999659214784108
758,0.9974440065748115
759,0.9835004922866476
760,0.988939283143218
761,0.9320234989300922
762,0.9779814920303184
763,0.9776966048853984
764,0.9847130134572842
765,0.9915374218246275
766,0.9869814191001363
767,0.9970294774419828
768,0.9949508225553125
769,0.9821950901596034
770,0.9911860148601092
771,0.9714843104977209
772,0.9970561430921118
773,0.9463881293326086
774,0.9966447886922988
775,0.9949041195874987
776,0.9785085292073992
777,0.9730596533431649
778,0.9950642799967337
779,0.9572503227006055
780,0.9805895880450893
781,0.9769138131247604
782,0.9620713982248423
783,0.9595246751303341
784,0.9537829817767997
785,0.9883586841333272
786,0.9627875109320989
787,0.978267921833128
788,0.9194620893032279
789,0.9627161505291906
790,0.9774329102020488
791,0.9735964771807095
792,0.9711148134117727
793,0.9512075278830804
794,0.9404572207196011
795,0.9767347913431979
796,0.9938279792008942
797,0.9583022997792249
798,0.9865247900723395
799,0.9772619461820841
800,0.986621131019719
801,0.9805150302187802
802,0.9887141939027114
803,0.9950337733618249
804,0.9648814805296007
805,0.9800580062820756
806,0.9490904943214271
807,0.9750706285761304
808,0.9574133749983051
809,0.9832286057791205
810,0.9863785207200987
811,0.9825667195584185
812,0.9757322039846457
813,0.9740897636061254
814,0.960210466505096
815,0.9911868118050627
816,0.9734299684522947
817,0.9917113711959431
818,0.9612868516862185
819,0.9803304615876585
820,0.9929714381945638
821,0.9936494194396014
822,0.9838022293164811
823,0.9767016682664006
824,0.9866596572855404
825,0.9670951313327254
826,0.9703636064594854
827,0.9858386303290855
828,0.9986770579076074
829,0.9958999665176517
830,0.9952697495037214
831,0.9879840341552043
832,0.9710387191636876
833,0.9969626680122605
834,0.9809656999717629
835,0.9977470902855724
836,0.9702910527874895
837,0.9867597015539348
838,0.9985450291491902
839,0.9939631548870485
840,0.931139574804092
841,0.9960263833583357
842,0.9864616613776539
843,0.9974637278963101
844,0.9807335372964759
845,0.9950773328225224
846,0.9882962221868715
847,0.9866448613941307
848,0.9937006875356347
849,0.9974052510761745
850,0.9828814286825324
851,0.9911722516030113
852,0.9569616549073743
853,0.9558651727208111
854,0.975802587344733
855,0.9782588555443094
856,0.9864232980273961
857,0.985059008715383
858,0.9954314184290972
859,0.9648287480369301
860,0.9879388891752414
861,0.983393388507319
862,0.9938950621441439
863,0.9895300776693534
864,0.9717660017418991
865,0.9665458969486879
866,0.9722385002868367
867,0.9959176897189385
868,0.9798127009199816
869,0.960644614017583
870,0.9464896260059866
871,0.9572346144139565
872,0.9912217059241384
873,0.9446809579227046
874,0.9921634671742764
875,0.9967524905338548
876,0.9905443209754571
877,0.989369928060526
878,0.9933647593759002
879,0.9621266428006712
880,0.9859695121836632
881,0.9941071187891357
882,0.9769057748954728
883,0.9981377905510369
884,0.9640529275005784
885,0.9924433437701119
886,0.9812443193440187
887,0.9963872213135767
888,0.9577019919036965
889,0.9705144355390694
890,0.9497172499051428
891,0.9838172616439829
892,0.964658651859421
893,0.9878897140157241
894,0.9774129536838837
895,0.9707021686566214
896,0.9786801749848526
897,0.9929916387435006
898,0.9734800167191113
899,0.9798868838065459
900,0.964644665073429
901,0.9598228989744924
902,0.9751364240306177
903,0.9603058861804492
904,0.9878618472487016
905,0.9908261095327766
906,0.9996998256966038
907,0.9895367362647307
908,0.9750995039049349
909,0.9858239030675956
910,0.983103447624562
911,0.9957776240364408
912,0.9805119718120211
913,0.9788120625550126
914,0.9964881624329288
915,0.9682831743963017
916,0.9513521408139503
917,0.9704790580289748
918,0.9702358230984627
919,0.980272771519439
920,0.977485715377762
921,0.9750323584305868
922,0.986667886163092
923,0.9544686073829445
924,0.9696412298590869
925,0.9929763009063821
926,0.9471076829967399
927,0.99848610819983
928,0.995557417071095
929,0.9834611649929904
930,0.9849700942988154
931,0.975662887994496
932,0.9909010575769439
933,0.9873403934446943
934,0.9679124249496598
935,0.976816725015457
936,0.9603343616206195
937,0.9843354051543217
938,0.993188069394965
939,0.9783569425547776
940,0.9940262111022844
941,0.9570552839241375
942,0.9875847594150607
943,0.9823828792230523
944,0.9873142598262767
945,0.9923584455056325
946,0.9834638216879966
947,0.9931134569877375
948,0.9985609798733143
949,0.9886507869713553
950,0.9624849675210418
951,0.9870631489722569
952,0.9760073478729389
953,0.9957578801369121
954,0.9482286757771188
955,0.9748656723135383
956,0.9726793106809444
957,0.9785593732811704
958,0.9840324481712192
959,0.9901113495676874
960,0.9877554940801984
961,0.9422323367284099
962,0.9943624708669955
963,0.9648542509432022
964,0.9918274711420616
965,0.9925502926271879
966,0.9693406593074434
967,0.9725263543032643
968,0.9560519799974763
969,0.979882290959181
970,0.9745413273502948
971,0.9952764886179071
972,0.9650564914011505
973,0.9454840605944496
974,0.9610035873783683
975,0.9925895822618593
976,0.9692746227939375
977,0.9875557720305154
978,0.9964259776429714
979,0.9943548392164128
980,0.9978208429607403
981,0.9904270504736022
982,0.9594986726588198
983,0.9865591231521946
984,0.9910904650368797
985,0.9771406649237916
986,0.9795852506700753
987,0.9889306408230474
988,0.9746160463301453
989,0.9957480953058481
990,0.9601161840832866
991,0.961489018206419
992,0.9962733286154722
993,0.9603217349015735
994,0.9648868866113287
995,0.9792599040658376
996,0.9930446368169057
997,0.9699055843502099
998,0.9951751032588602
999,0.9927518260081929
1000,0.9893597575804257
1001,0.993756109984052
1002,0.9790210062080121
1003,0.9735082546628001
1004,0.9842483459248396
1005,0.9926246130862683
1006,0.9891368484919363
1007,0.9653688913086139
1008,0.9731392896638779
1009,0.9762459131602746
1010,0.979084654584907
1011,0.9700654147011056
1012,0.9845939597518951
1013,0.9920602735141079
1014,0.9970446892535675
1015,0.9849622577185883
1016,0.9980196053606333
1017,0.9664880281471797
1018,0.9730872551517644
1019,0.9875002075360108
1020,0.9875527413108759
1021,0.9854996682757744
1022,0.987079291920165
1023,0.9942177958861322
1024,0.998520056415749
1025,0.9981025966560357
1026,0.9505536115589995
1027,0.9770824572790169
1028,0.9682634817863622
1029,0.9955762991991486
1030,0.9817387456377948
1031,0.9809476044763026
1032,0.9861201063523192
1033,0.9849060610880602
1034,0.9597877350610505
1035,0.9770723926029644
1036,0.9615517629026078
1037,0.9822460239867632
1038,0.9816931571695846
1039,0.9513026496731819
1040,0.9885505579519388
1041,0.9863141704117876
1042,0.9858861498332993
1043,0.9748019072401339
1044,0.9926476047311681
1045,0.9939662334519792
1046,0.992741336767309
1047,0.9991460839020602
1048,0.9927010158785844
1049,0.9773058351921378
1050,0.9905137552910099
1051,0.9564869220912608
1052,0.9845186898027469
1053,0.9946318466027252
1054,0.98580230122973
1055,0.9776710732841142
1056,0.9321479926688091
1057,0.9908044449945039
1058,0.9655824514663676
1059,0.9757009642665938
1060,0.9904905065644274
1061,0.9806648625636644
1062,0.9782020193727771
1063,0.9963599112878618
1064,0.9949221359320265
1065,0.9968230008741614
1066,0.9401905997278583
1067,0.9781155990046786
1068,0.9489537771488782
1069,0.9837066625102735
1070,0.9718816441738415
1071,0.9698464245962363
1072,0.967981569090326
1073,0.9766186623345496
1074,0.9800833623811122
1075,0.9927867484021206
1076,0.9962231917878411
1077,0.9718219248866394
1078,0.9624885709735206
1079,0.977827754990422
1080,0.9903623422745803
1081,0.9819909130305328
1082,0.9761437690014934
1083,0.9756270150811865
1084,0.9934504555603791
1085,0.9991299051815254
1086,0.9478701197194818
1087,0.9803163483105308
1088,0.9828445712406471
1089,0.9852821879503098
1090,0.9864249524206914
1091,0.9618880808273487
1092,0.9684535499367491
1093,0.9771404623650737
1094,0.9910075093902124
1095,0.9874162386500115
1096,0.9800944759513718
1097,0.9575106479067006
1098,0.9950827710660475
1099,0.9838935107258057
1100,0.9693889136507206
1101,0.9850389921639368
1102,0.9834721388325911
1103,0.9862639855358664
1104,0.9582118475067322
1105,0.990134979672295
1106,0.9425111904248884
1107,0.9626716170626056
1108,0.9949636741496914
1109,0.998433115375451
1110,0.9659257180505744
1111,0.9965508362227852
1112,0.9610785599111183
1113,0.9791637389733259
1114,0.9860098518123099
1115,0.9934984669361844
1116,0.9871866736642426
1117,0.9870245191682182
1118,0.9934320135441219
1119,0.9633163714123674
1120,0.9773425354033272
1121,0.9831286551005529
1122,0.9735580833079744
1123,0.9843014355201233
1124,0.9994593171446401
1125,0.9960984232503447
1126,0.9522109941729594
1127,0.9925663322821187
1128,0.9845522392279606
1129,0.9835995461393832
1130,0.9989781889874115
1131,0.9917828132520036
1132,0.9659853708806018
1133,0.961885187351734
1134,0.9717791232673015
1135,0.9899314359437202
1136,0.9898569952696222
1137,0.9819894549883011
1138,0.9620960183528267
1139,0.9481298043706242
1140,0.976153223426518
1141,0.9687929801911046
1142,0.9924461561681582
1143,0.9825380764023671
1144,0.9900334413878099
1145,0.9805098350005564
1146,0.9971285404115304
1147,0.9694651029297776
1148,0.98232145721185
1149,0.9966941983651915
1150,0.9835126894366452
1151,0.9919892341739168
1152,0.9834335619753669
1153,0.9813344300811
1154,0.9951475900366176
1155,0.9987883037618297
1156,0.9224866761486301
1157,0.9897362356766967
1158,0.9669999729941233
1159,0.9771052211800865
1160,0.9840340259311448
1161,0.9972124192593006
1162,0.9368154448621527
1163,0.9969932284280966
1164,0.9865358100824896
1165,0.9906565092053817
1166,0.9689576110994639
1167,0.9788799154917065
1168,0.9786517455249985
1169,0.9849915102664817
1170,0.9769716123386518
1171,0.978057373229621
1172,0.9984979895755882
1173,0.9954401034118998
1174,0.9775278231736232
1175,0.9951191681881056
1176,0.9818228328389411
1177,0.9623127564945093
1178,0.9968635898616969
1179,0.9796669669457688
1180,0.9951096096202612
1181,0.9989150738240584
1182,0.9989847944650962
1183,0.9973551805864245
1184,0.9879478165077186
1185,0.9851466489538717
1186,0.9569891724132515
1187,0.9975917510751763
1188,0.9813731887514241
1189,0.9834446542412709
1190,0.9729183703123501
1191,0.9596311492710421
1192,0.9836756753991727
1193,0.9695894448372606
1194,0.9858901396434631
1195,0.9936152818900744
1196,0.9690568797414866
1197,0.9849981669825435
1198,0.998240005702033
1199,0.9965625812502383
1200,0.960148937678194
1201,0.9170105034149063
1202,0.9842430986518107
1203,0.9861999115425201
1204,0.9428137906086194
1205,0.9880150670488871
1206,0.979595281526193
1207,0.9927853746185435
1208,0.9948355798242666
1209,0.9943812540066607
1210,0.9982803057054132
1211,0.991129906069468
1212,0.974634713641533
1213,0.9878454646832777
1214,0.9549586373291769
1215,0.97116218664075
1216,0.9844136907229697
1217,0.9971046909246577
1218,0.9864618979460095
1219,0.9896114404448101
1220,0.9794156764093644
1221,0.9726476838295545
1222,0.9646462517774308
1223,0.9534571074503219
1224,0.9901013323422435
1225,0.9463291940951241
1226,0.9663568160484133
1227,0.9850103134409879
1228,0.9558993162051392
1229,0.9954616602964899
1230,0.9608965235837599
1231,0.9657628191609031
1232,0.9564419611329442
1233,0.9682011637961588
1234,0.989759818897986
1235,0.9882102080823479
1236,0.9946480776259504
1237,0.9901249916331579
1238,0.9780978281121849
1239,0.9541830582496882
1240,0.9974412095140698
1241,0.9770790127038605
1242,0.9384242722548733
1243,0.998909358976259
1244,0.9821415409185228
1245,0.9413977845316166
1246,0.9754539881330356
1247,0.9901609334811012
1248,0.957125120051544
1249,0.9781748213106829
1250,0.9553461432557075
1251,0.9818398486306334
1252,0.9800381161363007
1253,0.9932643466080411
1254,0.9858037139364257
1255,0.9758400600462483
1256,0.9572873282712332
1257,0.9982001906608735
1258,0.9880585783286122
1259,0.9697024661484049
