,k_gg,k_gamgam
0,0.03521335759487117,0.28256202720960955
1,-0.03910592223579653,-0.02830319723823163
2,0.022121475498148746,-0.33285327739624143
3,-0.034747112875373264,-0.18146195583702232
4,-0.05931608794211274,-0.3823270274923708
5,0.007396584259100194,-0.12581171597091442
6,-0.04737262133855425,-0.21701812517003077
7,0.008207025554042666,-0.0831101427760147
8,0.00715982890995377,-0.2974197509386588
9,-0.0505992653558536,-0.42826675649120244
10,0.0005045011149174237,-0.08623301011859905
11,-0.03753351877506954,-0.3430418081569013
12,-0.0240805054567752,-0.21362697492102234
13,0.009730781765354286,-0.032537527508661734
14,7.755427011998418e-05,-0.21512417539024692
15,-0.006336597262720831,-0.0952857724959902
16,-0.029657731001043547,-0.1626714281813303
17,0.04143615675587575,0.1285047810697177
18,-0.03486244968193948,-0.30481594345060026
19,0.02831073411047002,0.040708535346132335
20,0.02064132615592474,-0.09084776594395597
21,0.015116164462394123,-0.02120775053133242
22,0.004679994919740582,-0.1439944450340528
23,-0.0317694995279467,-0.12177596050982906
24,0.014707716826106805,-0.012422668457371694
25,-0.035257021070784524,-0.3012638808191091
26,-0.007651599917323095,-0.042282265343078024
27,-0.02463088011212824,-0.10752942309766472
28,0.029319745245186976,0.1363620211212932
29,-0.006810996531642646,-0.13875239373631076
30,0.009135508838281594,-0.23665901182542476
31,-0.024037982709635683,-0.21624720344560983
32,-0.0016993688215035533,0.01290937646871583
33,-0.008582627669593262,0.0704271265479231
34,-0.004950815719459642,-0.23278123961238906
35,0.0013161987266227964,-0.06681604718090509
36,0.010052567793090845,0.05751974780825862
37,0.009901531750200046,-0.2210284333832141
38,-0.045296610392430714,-0.28904482890157657
39,-0.023241716586791916,-0.24364424429239911
40,-0.006071920930572013,-0.020591013552821058
41,-0.021350151306425612,-0.347365195040053
42,0.006956578474702935,-0.13980471570165945
43,0.007385805213358125,-0.07640361749779023
44,0.0001514625586272189,-0.29763234540726535
45,-0.01052146280289526,-0.14382632833268444
46,-0.015589069925483867,-0.23556128557394568
47,-0.03111649723197453,-0.30920564442556686
48,-0.043442118676486036,-0.3169612978991832
49,-0.06117162816086904,-0.4099364153768892
50,-0.008559755003427667,-0.3208652002652278
51,0.020235818821138653,-0.06762979359957727
52,-0.029957518022881727,-0.22839230249512182
53,0.027934930244477577,-0.09117232606218206
54,-0.002194821308246029,-0.0985682636054504
55,-0.03359284270854751,-0.07458486539063891
56,0.01624290954252204,0.007458623584654572
57,-0.03160451135468963,-0.27686624092972234
58,-0.002991253065323758,0.3359540798820995
59,-0.02500330767035759,-0.2496581892600129
60,-0.00473961913512979,-0.12814522745095122
61,-0.0001805868263078797,-0.07693971258987202
62,0.0007372237720544017,-0.10324005068945283
63,-0.0008145432610169989,-0.11209386968160927
64,-0.061538428432749884,-0.21271732001749782
65,-0.002578484402240771,-0.09721510821935592
66,-0.036152505329161554,-0.25997621366089113
67,-0.04589002476239834,-0.2403626566200214
68,-0.01601257970982961,-0.06733822927607577
69,-0.02230100381198154,-0.21318897942624404
70,-0.03551393014086472,-0.19609239385032906
71,0.023042454506910455,-0.11477497889897953
