,k_gg,k_gamgam
0,0.0007239122987278551,-0.190105368787798
1,0.014852489288104911,0.07632890151424129
2,-0.02301572088743853,-0.3108080700308966
3,-0.005417662014318675,-0.3385935103261827
4,-0.019420014738780897,-0.16116832570608672
5,-0.0196063329590005,-0.060136797750327875
6,-0.009400271962365474,-0.23735748077803198
7,-0.033247745782150895,-0.36487465375476036
8,-0.003772985775398738,-0.03947030083350698
9,-0.005667591939970653,0.03640518620982208
10,-0.04241532143385133,-0.26358321026266573
11,-0.013576996538408433,-0.012938835454264719
12,-0.04081820097575913,-0.25045226094698886
13,-0.035318595610384904,-0.1411106087236839
14,-0.0297037681519875,-0.24597740632781967
15,-0.015390257345768779,-0.25325965661946326
16,-0.010892746743787804,0.01566795071521651
17,0.002386830360022095,-0.10559447309493228
18,-0.016263252767852378,-0.1840378928151907
19,-0.04062143564348085,-0.5084796489515567
20,-0.07205732358147511,-0.34841755748553027
21,-0.06870409321773771,-0.23359820398553335
22,-0.037600468581002605,-0.3064801494567242
23,-0.06910465251445749,-0.18717419663388074
24,0.002919786883534177,-0.14590167143680188
25,-0.023262568341760707,-0.3989927701131549
26,-0.04734345723508714,-0.4254774353722435
27,-0.028932141781702787,-0.1881877898456699
28,-0.002222548875927495,-0.13878076333176578
29,-0.0021806430172872523,-0.2818894279715852
30,-0.0264838256971719,-0.2893215228737632
31,-0.026874636813512834,-0.13787600271243114
32,-0.00635992755147053,-0.2580046573586049
33,-0.03133839027937198,-0.4062012953705406
34,0.0033315092316573026,-0.08135830017843215
35,-0.013096514594529256,-0.27793326599735557
36,-0.05868730005422843,-0.3870719381518055
37,0.04797199441952811,0.1855773673914985
38,-0.028264179647205193,-0.39843099343123334
39,-0.02167524351199321,-0.23156483824013113
40,-0.012914604919776914,-0.17257015661876138
41,0.015829920386227284,-0.05526651572828434
42,0.018621349233436443,-0.14233283659576879
43,0.031630282838337576,-0.08403231830817437
44,-0.019429240142472017,-0.27284462250707747
45,-0.027626011145274253,-0.2019861477577624
46,-0.02635852100448219,0.01242018570943454
47,-0.003291345135101119,-0.22183097215502143
48,-0.05129605228311474,-0.31344523028445626
49,-0.028984708155544582,-0.3030932714579141
50,-0.0011519016524858712,-0.15291500988828927
51,0.023907552155346266,-0.15817987094521344
52,-0.0007323809770159034,-0.23188625558903725
53,-0.01500103258549576,-0.21020836322675604
54,-0.019620529085498432,-0.18960382588142055
55,0.004295643172301302,-0.15090680362754955
56,0.015225558655926556,-0.14592687218201822
57,0.0026031634243395664,-0.009668882189121653
58,-0.03699914617651055,-0.13331099877271546
59,-0.02867810591774017,-0.41154580896185655
60,-0.020178066503066014,-0.30855574054377666
61,-0.03171566755114198,-0.2437696377788601
62,0.026139851100183888,0.021519277694187405
63,-0.06273083993098816,-0.3147112202877069
64,-0.02640790193368545,-0.2617990456988425
65,-0.045123103875049905,-0.17195441240578685
66,-0.03645556651401846,-0.126618826868373
67,0.0019091216703349956,-0.2919361546806262
68,-0.03288535492183882,-0.22854289686817109
69,0.008112408496082345,-0.24066806156293366
70,0.01009742452269697,-0.33626911781387925
71,-0.01870945784924382,-0.08125854027198881
72,0.010016381744149781,-0.24909187448598732
73,-0.015040847183802651,-0.18996311593327375
74,-0.01812581861535227,-0.2903992434035137
75,0.01945135087224953,-0.19515364927245338
76,-0.04738664106311656,-0.30928859366663075
77,-0.020985358784425708,-0.13996724463895371
78,-0.04011674398860158,-0.17377251867987903
79,-0.021574774175134176,-0.18541612340559419
80,-0.0050521997252469045,-0.12957896879357267
81,-0.07017947682882125,-0.32274337277844506
82,0.019323492661295634,-0.09997057452087786
83,0.01569340447618614,-0.010707188412461988
84,-0.026662355881860673,-0.27576364675051895
85,-0.03433680004003339,-0.11511232774028873
86,-0.002784434292090132,-0.17251693106797616
87,-0.014416685656554708,-0.3384026687981994
88,-0.023839990104625706,-0.10367180335179718
89,-0.030656763336790974,-0.11084846313669153
90,-0.009318294049437657,0.02927231811953876
91,0.0021299408178412933,-0.14854081626211668
92,0.0006918637032203214,-0.14924067628934884
93,-0.057214313393540606,-0.3877113609217146
94,0.00013786104647229777,-0.20847612618050188
95,-0.01112208205887361,0.07141208009838329
96,-0.006126617931868604,-0.1231124397153538
97,-0.007027536174093813,0.22913274720963325
98,-0.03123534120560389,-0.13130374002572892
99,-0.0008054895480063204,-0.1520576584779378
100,-0.01643073957619199,-0.17022726029137591
101,-0.02248892633726461,-0.31240147241642
102,-0.0401605183288044,-0.25334033727452093
103,-0.004196940384870463,-0.2745763463341643
104,-0.005428789547725185,-0.13730512377605214
105,0.008401700727156102,-0.126331365595258
106,-0.04625728712255758,-0.529873215156992
107,-0.034834283985086006,-0.12437892447963313
108,0.013105733066397304,-0.04342550517903532
109,0.010202091583646291,-0.058232612267985207
110,-0.012198388010146104,-0.05189478315871446
111,-0.019792352124307237,-0.1088484182943967
112,-0.016292371268907247,-0.1764890967033769
113,0.024990417895696282,-0.035784913456816704
114,-0.008912800065907781,0.006876094948693497
115,-0.03997652295108039,-0.30695723823852306
116,-0.0012462117323654336,-0.11792373010236246
117,0.00012707586604444182,-0.31476290535785
118,-0.03510795320037569,-0.299402752695433
119,-0.01722909000567272,-0.0003033465624102741
120,-0.012937661994786121,-0.042181571955067935
121,0.00984410326589047,-0.08668760632872824
122,-0.0060364470316290955,-0.17106906707280808
123,-0.013617161392108853,-0.3585961660424347
124,-0.03913712633554105,-0.30652859641183977
125,-0.047767508901866935,-0.15381899519188635
126,-0.017412677041072418,0.024098477281801284
127,-0.019590786758391127,-0.3270859952842211
128,-0.040403181844468526,-0.215153920507889
129,-0.010662613572947809,-0.3529655679725303
130,-0.021434387850108743,-0.3033937622507002
131,-0.01983970273513712,-0.22500314346443764
132,-0.023413645686408458,-0.3437614066885073
133,-0.025728344374649152,-0.3044963155509683
134,-0.01729888803325179,-0.061105992772519394
135,-0.019877217856249733,-0.24473358206024054
136,-0.005326757492781829,-0.4143016967930519
137,-0.03879240789149599,-0.2762757068544135
138,0.0072921225006201875,0.09471624670820941
139,-0.11114799338035182,-0.5409154528191606
140,-0.03084082563483205,-0.1877118052035714
141,-0.025918578489239424,-0.09101075806980408
142,-0.025737710332230494,-0.17506555702823073
143,-0.020405744498262473,-0.1006413624519138
144,-0.005318595525277924,-0.06664496021541247
145,0.00352123557852037,-0.13839539164323444
146,0.019899803701261883,0.03916037049428939
147,0.023016458141515567,0.12157172465525332
148,0.06622456084041922,0.16853329933375716
149,-0.02324063993901783,-0.15041559569095053
150,0.0034827355590749155,-0.19208991952226573
151,-0.04465466174182217,-0.36332648357049324
152,0.007568653571477568,-0.18740704485540166
153,-0.018645317291109686,-0.0961820933967028
154,-0.01728273222702523,-0.23099825564712267
155,0.02075671017183657,-0.04649538050909846
156,-0.004389011680222682,-0.13690847371136705
157,-0.005307826295236815,-0.2652730777391842
158,-0.010951066625958114,-0.2610306204324816
159,-0.011744489221993674,-0.26711063384892364
160,-0.03089199087259504,-0.17690124670210017
161,-0.009625017433244227,-0.18359713859643836
162,0.003601351873831749,-0.19270879448564243
163,-0.0017340507473897811,0.006995371467914735
164,0.02264398862506485,0.03341059855084913
165,-0.024921921302394016,-0.3289295692647821
166,0.02075155237101462,0.17249897035515635
167,-0.0187990947828941,0.018327415744778863
168,0.04760777348421866,0.18822091253765738
169,-0.00191595155072629,-0.28482865828614956
170,-0.015738458443336843,-0.07847886173981813
171,-0.00989200460762545,-0.22305786806520822
172,0.005431790914289565,0.006234340363032359
173,-0.0036827088550578516,-0.0044112656945892725
174,0.004193421152565428,-0.1399028617608314
175,-0.01341602312319266,-0.1817431352056872
176,0.0372168826825082,-0.06914305845339527
177,-0.04568788101922336,-0.38909459453177625
178,-0.005636222353482448,-0.018549459964556314
179,0.02193969691609011,0.013061221292388125
180,-0.019311785314708958,-0.10715988907572305
181,-0.013948426782051269,-0.42198154194526316
182,-0.03948892111152017,-0.2855155883945598
183,0.01730251717119563,-0.15410618359244144
184,-0.026707993754993272,-0.025579289378366926
185,-0.003969147011257989,0.012222370485148876
186,-0.012393034962096344,-0.16196703534030438
187,0.011526735907792098,0.07996829626153343
188,-0.011827742417346293,-0.15807426524720652
189,0.006020695108932283,-0.01553042538626477
190,0.009593414001874568,-0.055324034333413465
191,-0.003805785200613948,-0.2800173286389823
192,-0.0028089371248937664,-0.1049486905730363
193,0.0014054651781652654,-0.05448675350301896
194,-0.05754901799767161,-0.10127173970302863
195,-0.03774898508793381,-0.3191373116367404
196,0.0018901624532252194,-0.053791791540711564
197,0.005772756074663803,-0.13424161874454288
