,cos_t,k_gg,k_gamgam,BR_inv
0,1.027051833601898,-0.016576813880549695,-0.3425507873249537,0.10495989782968779
1,1.008616434301672,0.02881845412066502,-0.21913799827125727,0.1092717802893376
2,0.982576776287287,0.07632949683914171,0.008370958659906835,0.06818868759344035
3,0.972706302259523,0.052593481405503566,-0.2224011274600552,0.12018496980191862
4,1.0313374227796326,0.0558365543641381,-0.078742193836283,0.1995731104724421
5,1.0057302957175815,0.01956752354681051,-0.18806536189580136,0.03509425825697993
6,1.0044795920875496,-0.002120774804034692,-0.44533438637051825,0.10729931259809575
7,1.0552531874800923,0.015501281835905496,-0.18844849242036157,0.11842788392093583
8,1.0588015115272378,0.042986270983877445,-0.37456938986802657,0.3004696913026268
9,1.191340129230459,-0.03563114134031142,-0.3521126192643557,0.2732805708270356
10,1.1043158729246827,0.04054202768060602,-0.3113712794970771,0.34134573745973956
11,1.0031002155053348,0.06539037535975074,-0.004784037139037578,0.1775807981217662
12,1.079700518307052,0.02385036336710341,-0.2780100316329523,0.26183895983140654
13,0.9570296508312179,0.03382490805309736,-0.26932041838074033,0.003313899736268472
14,0.9693002571078027,0.06073220890415137,-0.5061808387882688,0.2024070281792898
15,0.9048423301541406,0.07811784268517444,-0.25857738070798697,0.014012768444424728
16,1.2053043658028701,0.07444252176875658,0.09123303288115114,0.36843821073935057
17,1.0834853755053682,0.045035590242999114,-0.1880488103809001,0.2317108640070297
18,1.0094029948361887,0.07839420607287395,0.0499406060891044,0.15550143632305846
19,1.0695251388045859,0.015599773077312355,-0.16144898543761615,0.207655596364072
20,1.0429670454591913,0.0020152232606420826,-0.08213560697714095,0.0973694727156555
21,1.0733747733266759,0.029986399264001803,-0.34813359665939725,0.24565307358469687
22,1.0194236408645623,0.04020090943446139,-0.30366926679813466,0.13113941929420822
23,1.010420794964506,-0.044656694963764426,-0.238242001769479,0.042117776890862865
24,1.098116092579545,-0.04139841488610318,-0.15931795313981284,0.18700368809219114
25,0.9694982653242536,0.07041059421674742,-0.19443326212482076,0.06248701025110792
26,1.0236396901675038,0.015260562464542014,-0.07880796053361751,0.11549766447856996
27,1.0266360505530499,0.056049436192456184,-0.10152141265212938,0.12256488386954766
28,1.006341224444989,0.019653031861880554,-0.23983554460989706,0.14697305523366724
29,1.1484413823616901,0.03366177926984247,0.056934575230367546,0.3111092790571605
30,1.031333150971277,-0.010239771145675584,-0.21892088030165885,0.0778375302069132
31,0.9751871568202415,0.005174471843230775,-0.28113950553003586,0.08889247767391614
32,1.0360230738415497,0.013062866439542749,-0.33941403864938924,0.09835286749828852
33,1.1455175253151038,-0.021571556604337565,-0.2876430689728236,0.2176274601034
34,1.0153630155405389,0.0845855096476486,-0.38389741275833045,0.28073467392161566
35,1.0268295170222639,-0.038174290457081754,-0.20288267880610375,0.08645709468091484
36,1.2296756995396132,0.05155564184176338,-0.10725956811386311,0.3777396294010469
37,0.9721676246688995,-0.009964031309446581,-0.36075178029562405,0.037057893849421084
38,1.0430227738472615,0.01763332684902097,-0.11430987320752206,0.14728349806831847
39,0.929646477418031,0.0543469218976853,-0.2956312487482067,0.07079793279784324
40,0.9655407013946234,0.031118337367390916,-0.41727659262947536,0.10991976985994426
41,1.0855509591584358,-0.03460791577297005,-0.22061079875556688,0.14195096923465494
42,1.0442449291268658,0.07433778271255811,-0.1815903968432903,0.21918424518143678
43,1.2726834756704086,-0.0459885585471173,-0.5562739139236363,0.44754611304514713
44,1.0830339357946281,0.020699829858138123,-0.3317908306116284,0.28158435306706425
45,0.9809746118085407,-0.009004346425010988,-0.4112740519844362,0.07069605093412573
46,1.0033050185225643,0.05230887037234421,-0.29088332202638545,0.16518570917172137
47,0.9895474507564369,0.00574975681406565,-0.17895730706949844,0.1368688177860529
48,1.015617434361192,0.04159836560248714,-0.1730516119373359,0.14508564116885897
49,1.0588545681702008,0.059170557550163365,-0.09335611304998762,0.19492995420038015
50,1.050930890393671,0.07505680656791146,-0.18241925883342694,0.2033005335929369
51,1.1918967893975794,-0.04542556182553099,-0.08855346937749224,0.3090582302282203
52,0.9352400120828497,0.025332474544433426,-0.34328750119495155,0.012792081847145115
53,0.9802864224650888,0.04771046441018488,0.07931915066092518,0.03282345632263785
54,1.077385009649179,-0.020781671141502853,-0.3856890904269458,0.1535235593846495
55,1.0758521981463336,-0.04028139352529883,-0.5501000303135262,0.2277893037131875
56,0.9548514855295751,0.04420358230104906,-0.1837013852339705,0.042333903676124204
57,0.9457282906974793,0.041450129308654104,-0.2313022709034237,0.005598072524667763
58,1.0809209831178872,-0.02369401999763636,-0.3108422955163611,0.19847288683205377
59,1.1445977776986012,0.018586875921204882,-0.31457996342807715,0.33336675047759734
60,0.9945354871530182,0.06230409149276997,-0.013057469981503145,0.1216672675880412
61,1.1877476286923265,0.009387351642447757,-0.217000756378321,0.30727777599230577
62,1.0350715548877139,0.04467511156936145,-0.582519376682944,0.20722904807609044
63,0.9677035110920292,0.06318037886333838,-0.02093509776370686,0.04577256007466429
64,0.9757073444970126,0.014289346056148872,-0.3451081697783033,0.06723090458345451
65,1.0371384137005049,0.011362605011895593,-0.4956211966669423,0.1387300864071539
66,0.9180881954179957,0.046508988284025624,-0.09304511324452172,0.037447129816260305
67,1.0356009680662002,-0.057834215104402356,-0.6666901777476683,0.07360361330823981
68,1.1474316957372666,0.0004780389449185671,-0.392924222908008,0.2969294934633921
69,0.9678654394827391,0.03163746571023143,-0.3912638962653471,0.057572883819578466
