,xi
813,0.014544595586815421
814,0.05719810152136565
815,0.021596558569344455
816,0.009443100506249991
817,0.013878126634592603
818,0.03029899484245803
819,0.0016652726717414285
820,0.04039904767092686
821,0.03962038664267844
822,0.04328320326069677
823,0.07205974268657442
824,0.003001771661916397
825,0.054302924173864765
826,0.023606852127532857
827,0.008813043033443161
828,0.03724536028450328
829,0.018717918306207868
830,0.043223401829458274
831,0.027505909127150265
832,0.0555606815398918
833,0.00806099352128079
834,0.00965783836214017
835,0.029201988851020634
836,0.03855628420929723
837,0.0043270534395919
838,0.014423281358773063
839,0.0004845191498011152
840,0.014622390959025995
841,0.01980576256118101
842,0.01723086303856852
843,0.0062038916540313425
844,0.00792118960058831
845,0.005888716353318142
846,0.016167104678263062
847,0.0278168007260764
848,0.028266368229364257
849,0.037785103130360986
850,0.03608491041238855
851,0.014024647391005398
852,0.008143486483397955
853,0.007990288580100648
854,0.023855494829796743
855,0.010960794804958339
856,0.02097014604287455
857,0.022294627477419577
858,0.014461248101973372
859,0.002971000505232732
860,0.01317451325216115
861,0.007962075046294467
862,0.014280070634879884
863,0.003984878789148768
864,0.040631419036376515
865,0.04712562855838958
866,0.004078403362411809
867,0.02451714889963776
868,0.028827884934962543
869,0.00839990996801916
870,0.009686733757102777
871,0.008144555114677673
872,0.015834268080150773
873,0.02202621626539038
874,0.007465299982445118
875,0.014953721768557759
876,0.007969386879357747
877,0.0149878087912818
878,0.018403941791187324
879,0.025355457873657818
880,0.02266085183764422
881,0.02671293851357122
882,0.026342879200577502
883,0.020077603636284563
884,0.037106642498077845
885,0.0018613584554175895
886,0.0034407554037968226
887,0.013398305346743633
888,0.006907327905472694
889,0.021768112191288134
890,0.013532819974089722
891,0.02023821348400932
892,0.046928174403985286
893,0.012576664283246155
894,0.005145186361965622
895,0.04533914096408971
896,0.040160974569011076
897,0.023605868865619054
898,7.102216026309491e-05
899,0.009662578645466142
900,0.009575720100288464
901,0.031546312194711615
902,0.03376349697598769
903,0.022061396482888136
904,0.053138512370305986
905,0.03296454024100786
906,0.014717633627010458
907,0.006624308697751655
908,0.038795034505609324
909,0.021844664125891082
910,0.017692175715179663
911,0.015788223395623295
912,0.037419937618665626
913,0.015839169612725416
914,0.021172241906978532
915,0.019132536200176173
916,0.0261575248437056
917,0.016979076452510775
918,0.03436760980408367
919,0.0015752472736951899
920,0.01747411704107716
921,0.025745542191114624
922,0.0007101382714590869
923,0.04670577184757446
924,0.004462735592360484
925,0.04193333646786723
926,0.006672009466476307
927,0.005520831825900338
928,0.025452081310925502
929,0.045583048209865244
930,0.004901559007701217
931,0.0280416099586421
932,0.010615263604797063
933,0.02445931088809454
934,0.02518137485400563
935,0.00873994501764621
936,0.025511316554883635
937,0.000684951104697126
938,0.009237427845396039
939,0.003848041362485643
940,0.018251321994402003
941,0.011151139576665253
942,5.034824590127544e-05
943,0.032001441744425894
944,0.02014771362816705
945,0.02407453985818378
946,0.01382381330897271
947,0.04068238858230065
948,0.0075866716139472
949,0.016153101524631383
950,0.010273074100620842
951,0.013627375705985227
952,0.013009188674098811
953,0.03705475943183312
954,0.016295570250822476
955,0.05732809401298607
956,0.009531989050556699
957,0.021258734195337362
958,0.027685050077154084
959,0.025541650831835808
960,0.025988672852078766
961,0.0022419513746494008
962,0.03042156000157871
963,0.0024438406880602807
964,0.00714751161627226
965,0.01730363248089518
966,0.010517308946478163
967,0.011284699838831912
968,0.034958385305889905
969,0.0377470323219635
970,0.0229520402376666
971,0.017334291232606238
972,0.007933395235952406
973,0.010708981658737841
974,0.03908330646824856
975,0.0009288152746283196
976,0.0026349361478556124
977,0.02907633577263512
978,0.025658590637976708
979,0.0067383617901494225
980,0.00412011129674416
981,0.02075723645296565
982,0.01569328902730474
983,0.018566461656448652
984,0.028298598574765188
985,0.026991786491527642
986,0.005675194312098246
987,0.018522913823099743
988,0.02334770415346172
989,0.0653627708214814
990,0.017769549615346256
991,0.029597340974345424
992,0.011033079720530562
993,0.008946809768445339
994,0.02216703944942942
995,0.009102905417855241
996,0.039197217365611464
997,0.03710663095202024
998,0.014624340083358294
999,0.0550831388882935
1000,0.039514075873233356
1001,0.011705749173512935
1002,0.04290721028247564
1003,0.03324955628851073
1004,0.03290554924345694
1005,0.012542153619729515
1006,0.0024490610655254104
1007,0.006201327430812902
1008,0.012673740333019958
1009,0.04640055161280971
1010,0.0164343120269774
1011,0.0478948482648983
1012,0.007036708798057173
1013,0.007530610800905207
1014,0.02241667721057859
1015,0.0031017362718147134
1016,0.05238983598322825
1017,0.04628452997643996
1018,0.00023023450729357754
1019,0.024085723408726993
1020,0.024899796688906267
1021,0.02222351649429193
1022,0.017243956435762667
1023,0.03297047959801734
1024,0.011303631563539994
1025,0.01849036166857265
1026,0.012367939618667091
1027,0.009735710929028644
1028,0.022534939729568985
1029,0.0020798527142982075
1030,0.042040203825339156
1031,0.043319425632578984
1032,0.004494938790398077
1033,0.018186767944722237
1034,0.004364700519876218
1035,0.036378025304953765
1036,0.034615123257936906
1037,0.057673073774265185
1038,0.007911976558548271
1039,0.023713600782244493
1040,0.03170929988028188
1041,0.05098577570451077
1042,0.00925946886015941
1043,0.07618970415335054
1044,0.007829447399936174
1045,0.00031739376990942356
1046,0.00895258114151254
1047,0.05058330910550037
1048,0.03214430832632887
1049,0.03281699272768547
1050,0.024779387586940278
1051,0.028315001473690517
1052,0.01583189301721827
1053,0.054804506669920254
1054,0.042734992077192266
1055,0.004590067811237653
1056,0.018254760120689054
1057,0.02812178703737346
1058,0.04293620592407886
1059,0.04769838994781344
1060,0.03365249314660787
1061,0.01035690550537698
1062,0.04970572504682481
1063,0.009345170796165536
1064,0.011581795915062334
1065,0.022689076473273617
1066,0.018982887997409173
1067,0.02050389844056932
1068,0.00532762236803733
1069,0.025310509317387795
1070,0.0331883403726356
1071,0.033834784029179055
1072,0.014652898965134479
1073,0.02160271926337321
1074,0.02948770973922419
1075,0.004672769641600478
1076,0.002109756154477208
1077,0.002619852328219893
1078,0.0128200169800694
1079,0.003339242928114267
1080,0.04378685549769251
1081,0.015295580024635418
1082,0.022789983400635126
1083,0.025888821322975087
1084,0.03621709007126567
1085,0.02425830078015499
1086,0.002747175058120714
1087,0.027349246314265448
1088,0.03782660052675999
1089,0.039564357347943654
1090,0.011246056404311724
1091,0.027497703068513735
1092,0.027748150641156502
1093,0.002420840868008521
1094,0.019851637995138713
1095,0.02644744521505861
1096,0.016270255737115935
1097,0.011413627887482786
1098,0.040921244005688986
1099,0.0505410005581891
1100,0.044446546800345016
1101,0.0127719721371947
1102,0.021164964181478715
1103,0.01169653937158283
1104,0.01274878897614506
1105,0.035461554901060684
1106,0.0024962744394662903
1107,0.028453566906701318
1108,0.00843675463589273
1109,0.020058025261550056
1110,0.015509502826458473
1111,0.02366042218731418
1112,0.005177311359169293
1113,0.028361334268148755
1114,0.036584068002540895
1115,0.011270525753561512
1116,0.05484981010768965
1117,0.04021061678909437
1118,0.03943524702716608
1119,0.004730576569014162
1120,0.005809517516985048
1121,0.039052410040644706
1122,0.0041445970427489605
1123,0.037651586205235225
1124,0.03792063318979402
1125,0.003978714831065169
1126,0.036979368249338285
1127,0.028441152436909145
1128,0.013081393404066596
1129,0.00555578008521021
1130,0.002360283440198941
1131,0.003634283499544191
1132,0.024951312311620965
1133,0.020887982100814086
1134,0.017224012467088635
1135,0.012292131243378256
1136,0.02155528710419561
1137,0.013808658180507529
1138,0.027437365098844296
1139,0.023871404113272633
1140,0.019495480612574754
1141,0.025085499333003625
1142,0.0036788757109073797
1143,0.013652092605152868
1144,0.02882412950394649
1145,0.03519611882729767
1146,0.025437333621714582
1147,0.03156788280544964
1148,0.021230087811056737
1149,0.020475487937028868
1150,0.01092915913710382
1151,0.021307272291583388
1152,0.054493996749489834
1153,0.04697759964225534
1154,0.0568969521408957
1155,0.026616620739767928
1156,0.010178636329082356
1157,0.017898681154022898
1158,0.04514148865431765
1159,0.019065385221518724
1160,0.05035895713928386
1161,0.00037254843269366594
1162,0.04058815070697183
1163,0.03574254140906947
1164,0.008972047452136887
1165,0.016681881708134085
1166,0.015432505583665055
1167,0.01070691309853389
1168,0.0028374793875853357
1169,0.004595165959103555
1170,0.016282960553483487
1171,0.04025945415205971
1172,0.020878632265853993
1173,0.03278349252554247
1174,0.02548001637014696
1175,0.016431030198642227
1176,0.02796604835614321
1177,0.018998881693181126
1178,0.001632257684937756
1179,0.03187576693548062
1180,0.00156151678105719
1181,0.02698783845718582
1182,0.0025668986277082653
1183,0.016148439179691946
1184,0.039047935886969816
1185,0.05065955668694186
1186,0.0005891408756762799
1187,0.01718416645612209
1188,0.019099446477728654
1189,0.06243130624371221
1190,0.017988358098363084
1191,0.031370270138540234
1192,0.059697778553873135
1193,0.023697193424116934
1194,0.002068580588959569
1195,0.0323315709969462
1196,0.015232131740101799
1197,0.04913905390762416
1198,0.02853977384566274
1199,0.03979546989197594
1200,0.03400869640623756
1201,0.02220172535815133
1202,0.010203961603992295
1203,0.004295396636258548
1204,0.02779231451833485
1205,0.0009372038174915638
1206,0.03162822820106798
1207,0.03461478549177058
1208,0.00230242342963528
1209,0.01485579717660234
1210,0.014906636612682466
1211,0.006912725543452319
1212,0.049491682901443845
1213,0.009554184124984193
1214,0.017688565072470023
1215,0.020542419786952686
1216,0.04502430832755577
1217,0.030142074865754452
1218,0.003405224077390516
1219,0.055674856007744994
1220,0.00781567310586255
1221,0.012921337736844927
1222,0.08356153324884734
1223,0.05176629899715715
1224,0.024036782575786893
1225,0.007856401903223363
1226,0.024845325875079836
1227,0.002816122189771883
1228,0.0358226254736768
1229,0.007714484590742856
1230,0.028019557237816628
1231,0.07068646012460364
1232,0.016181431376896257
1233,0.011409397138527424
1234,0.04158658458783583
1235,0.021255627402424152
1236,0.04094779038941639
1237,0.04041335597097139
1238,0.0005609218236189983
1239,0.017200002314114546
1240,0.03234581540963274
