,cos_t
141,0.9962008897172504
142,1.001150059223812
143,0.9894179142697328
144,0.9873209581355874
145,1.0014603271394118
146,0.9823686648830715
147,0.9785495188883517
148,0.9987613938895753
149,0.9548457545398372
150,0.9745438653850749
151,1.0177439763071339
152,1.007345105511186
153,0.9777163300899
154,0.9544707025908998
155,1.0045281767229794
156,0.9903895986079438
157,1.0362195953201836
158,0.9989659571915503
159,0.9802433769884308
160,0.962810557344208
161,1.0495495037320974
162,0.9800819849467668
163,1.0198215728809494
164,1.0050585552728692
165,0.9564814353828711
166,0.9853248664972093
167,1.0089485036007277
168,1.0008942987957874
169,0.9867305889030784
170,1.0090411287623182
171,0.9710072959770552
172,1.0322625668633107
173,0.9768057428825474
174,1.014457777031459
175,0.9893034154022303
176,0.9776447465292049
177,0.995653502367698
178,1.0251677942617567
179,0.9652881710944383
180,0.942108033806379
181,0.9843244035125195
182,0.9630580107168232
183,1.0157555913520346
184,1.0136234948515093
185,0.9901074403780846
186,0.9621204229322526
187,0.973136164556972
188,0.9810212025663141
189,0.9654330741968139
190,1.0209139887012757
191,0.98471712064999
192,1.003031336679351
193,1.0113197196118888
194,0.9527834736787467
195,0.9965623459519739
196,0.9753182191161067
197,1.0357778085621197
198,1.0271131816781434
199,0.9883980801869627
200,0.9913753563360078
201,1.0045262205432297
202,0.995450084278078
203,0.9961283709476835
204,1.0156438660715135
205,0.9843722741922469
206,0.9903041601510363
207,0.9786191448877894
208,1.0224521813155933
209,0.9976494224614044
210,1.0037483345180238
211,0.9862083044749107
212,0.9835404840690694
213,0.9842465345656234
214,1.0015621524749265
215,0.9801186302288849
216,0.9942586818544348
217,0.9743621659977614
218,0.9798696534702876
219,0.9726436845396819
220,0.9720423254198371
221,0.9900190616344311
222,1.0049616642982098
223,0.9961587629469225
224,1.0180452215401088
225,0.9956007172488086
226,1.0075919135081968
227,0.9837549984831844
228,0.9974426194578959
229,0.9597031188872658
230,1.0107047545646115
231,1.0068358629315932
232,0.994852560811406
233,0.9750699612425946
234,0.9892916131060374
235,0.9941458547617222
236,0.9531869838822487
237,0.9290363743598111
238,0.9928943428134133
239,1.010216813354245
240,0.9939156683441098
241,0.9927117017446648
242,0.9750766769088167
243,0.9959357023639056
244,1.0494763910950828
245,0.958057780652604
246,1.0205415242974
247,1.0073267087970434
248,0.9975609937337837
249,0.9686590084415236
250,1.0149919075608558
251,0.9699141099582216
252,0.9855863876824549
253,1.0243691189675128
254,1.007220221679872
255,0.9771467263944285
256,0.959717884595968
257,0.9791555373591581
258,0.9911392356931369
259,1.025217294068518
260,0.9776902924754908
261,1.0060748917512994
262,0.9745097472659539
263,0.994251246954504
264,0.9812373928564506
265,0.9984075473970895
266,0.9765147492882663
267,1.0027321013825465
268,1.0090453312235572
269,0.9722892290763011
270,0.9774602392752408
271,0.9910313588272196
272,1.0108691940367487
273,0.9923441643322353
274,1.0113545995852005
275,0.9861358000545131
276,0.9823493735080114
277,1.018551490417531
278,1.0216161280108245
279,0.9938393222840642
280,0.9798612389410986
281,0.9659510146653105
282,0.9905060069368495
283,0.9752671583585786
284,0.992444669119918
285,1.005652544598796
286,1.0067114980344165
287,0.9417494423207888
288,0.9772612537141336
289,1.0197592315208965
290,0.9857530218870529
291,0.9443508484259481
292,0.9949134513766219
293,1.0006595215602798
294,0.99151326422079
295,1.037111381761607
296,1.0150085772272872
297,0.968182625665155
298,1.0271502384854405
299,1.0067525893958864
300,0.9949517982509108
301,0.9828824320405594
302,1.0324810208678843
303,0.9989725736259972
304,0.953255203069931
305,0.9890056520564886
306,1.0080411590208036
307,1.0125856107115991
308,0.9919445067124051
309,0.9982563226124171
310,0.9970174913227322
311,1.0322468020166566
312,1.0049646302239204
313,0.9785446711362004
314,0.9722050442332083
315,0.9839867860766429
316,0.980722911794922
317,1.0068590227792173
318,0.9678353560628803
319,0.9962864847971049
320,0.9774165397373432
321,0.9549531141034788
322,0.9911349609358073
323,0.9726296289375022
324,1.028363534049826
325,0.98602306408436
326,0.9917174629589204
327,1.0291939297420751
328,0.9617997507932459
329,1.011028718105889
330,0.9735163382927258
331,0.9792467494094188
332,1.00517700380081
333,0.9697559473138093
334,0.9883925561183263
335,1.0084375060185267
336,0.9894024001352754
337,0.9766484214469839
338,0.9782534718039692
339,0.993292366737667
340,1.0064663225111643
341,1.0076632233542626
342,1.0107364132828296
343,0.9841542937653237
344,0.9656754069747701
345,0.9974266169653262
346,1.0026718531635403
347,1.0213000805799388
348,0.9977360878863578
349,1.0049093148169388
350,0.9699574146662155
351,0.9942286666377524
352,0.9717247047301899
353,0.9439594741415424
354,0.991061003016916
355,0.9639487493083319
356,0.9977078379119989
357,0.9993321697078058
358,0.9853593991921481
359,1.006072022622523
360,0.9921206962063553
361,1.0577263517916007
362,0.9425359095736834
363,1.018286867456865
364,0.9888240445145452
365,0.9617087147779462
366,0.9932167181480891
367,0.9833066669756657
368,0.9744137986978336
369,0.965307207095397
370,0.9854133097891795
371,0.9869114580606836
372,0.994886987839927
373,1.0073077684148874
374,0.9688132578367872
375,1.0143855560656123
376,1.0019444721219988
377,0.9970373325168623
378,1.0351529236352854
379,1.016016149176353
380,0.9771711801166123
381,0.9715947421016924
382,0.9780131542464605
383,0.9903940940336771
384,1.0135003222513526
385,0.9573424527506758
386,1.0046692309681096
387,0.9635458422095831
388,0.9859936253819521
389,0.9970228385456302
390,0.9464903817565365
391,0.9655461248074867
392,1.0165967248526828
393,0.9892072813181384
394,0.9778218365983857
395,0.9661254685518139
396,0.9815427849842253
397,1.0205085042657196
398,1.0026422758306603
399,0.9779059810057469
400,0.9726903627260893
401,0.9799675692117265
402,0.974305076655322
403,0.9984527444717809
404,0.9998285823581964
405,0.9813584482880932
406,0.9917740246184341
407,0.9741074329657029
408,0.986479003847884
409,0.9651478823050903
410,1.0201673582439317
411,0.9747637768787616
412,1.006125925372796
413,1.0078681561980332
414,0.9612550844567992
415,0.976411578283077
416,1.0003886841359952
417,0.9816068523728483
418,0.9761129169931033
419,0.9803001879414446
420,0.9995354933053336
421,1.0188177083161392
422,0.9844504668996635
423,0.9728980898179288
424,0.9738529939800438
425,0.9927508782405743
426,1.0065885624480768
427,1.0063362381409486
428,0.9979260887405128
429,0.9551140413608655
430,0.9902784891708353
431,1.0280376925136345
432,0.9600744793902711
433,0.998463040141113
434,0.9895540734057371
435,0.960470577802943
436,0.9604378741890661
437,0.9907573411825626
438,0.9835451292559215
439,1.0166003103663086
440,0.9685865430711732
441,0.9720400697783426
442,1.0165596269692956
443,1.0011828297274998
444,1.008364843427959
445,0.995224830647008
446,0.9967807471813602
447,1.0047874110247874
448,0.9623713512736769
449,0.9920984199065241
450,0.9969104337984087
451,1.011176845722744
452,0.9838707325097863
453,0.9810063128281837
454,0.9846226845795186
455,0.9992405780404319
456,0.998649633390699
457,0.9968246646688265
458,1.0026490931386873
459,0.9637633993696383
460,0.9704618342291961
461,0.9580002514621174
462,1.0106068888236543
463,0.9735331301699491
464,1.0000391993376074
465,0.9839066242147411
466,0.9661046192639322
467,1.0227937685483808
468,1.0130108096104513
469,1.028816666468624
470,0.9897028001743481
471,1.0030386071487114
472,0.9755524302305543
473,0.9725930279764785
474,0.9814078252362916
475,0.954524426404862
476,0.9866341402261467
477,0.9846370869360574
478,0.982286167778483
479,1.0235465988856738
480,0.963003769623636
481,0.9612801021830341
482,0.9682490442101301
483,1.0011687200925055
484,0.9794862217517724
485,0.9815863788534681
486,1.0122892746741843
487,1.0247901229458438
488,0.9957857255185546
489,1.0235808849176729
490,0.9768557289411466
491,0.975204827321756
492,0.9521049900381154
493,1.0174575136710384
494,0.9840254308816577
495,0.988469577876117
496,1.0097401583624803
497,1.003813611034002
498,0.9704346422695013
499,0.977544850226733
500,0.9820896840119334
501,1.006858486148474
502,0.9906901045971477
503,0.9805826553010744
504,0.9797405794324658
505,0.990311844877581
506,0.9619603287095654
507,0.9769916794606226
508,0.985305589594005
509,0.9754876477680601
510,0.9441200035320776
511,1.0072806551504407
512,0.9977030747751422
513,1.016729160782303
514,0.9861124311059356
515,1.0231590449376529
516,1.017538121986221
517,0.9973298785696545
518,0.9798934310888865
519,1.0024375671215118
520,0.9846994439528287
521,1.0269787675982749
522,0.9936392559080434
523,1.0040648852835754
524,0.989973460642746
525,1.0235866388583068
526,0.9858040285992133
527,1.0144395615855488
528,0.9398580117523595
529,1.0103191856072895
530,0.9917247989088795
531,0.9970557275315794
532,0.9639542546115867
533,1.011304218152297
534,1.0163607486179123
535,0.9799596114225628
536,1.013098432983572
537,0.9867201232013453
538,0.9886838451390251
539,1.034155092611288
540,0.9858994517563762
541,1.0210938416876403
542,0.9905986486061868
543,0.9567671301054113
544,1.0036528676323182
545,1.0158014076884843
546,1.025040701852985
547,0.988187564515322
548,1.0015730114841073
549,0.9956681336634686
550,0.9734558349239737
551,0.9600025408381958
552,1.0023858421678709
553,0.969406754820091
554,0.9885721482067564
555,0.9567397734392983
556,0.9748558513948614
557,0.9810698651114454
558,1.0251277259876859
559,0.9926257888717233
560,0.9859083854573056
561,0.9989502361427548
562,0.9756033738054269
563,0.9457718316933218
564,0.9750110629822893
565,1.0077096198528246
566,0.998563765290778
567,0.9974011831933302
568,1.0092021788015144
569,0.9845091836450091
570,0.9812535987206609
571,0.9956074025311091
572,1.0099561779742878
573,0.9603182693768715
574,1.0134933579678598
575,1.0166712287190645
576,0.9610409825717016
577,0.9879016148309313
578,1.005208306713976
579,1.0431411452370236
580,0.9979991930222556
581,1.0243911541363897
582,1.0085209144924105
583,0.990925078274398
584,0.9818118489866777
585,1.0225427993658156
586,1.0070369101996914
587,0.9861641070115149
588,1.0023176445097701
589,0.9718565917640134
590,0.9511111443316191
591,0.9588460226486261
592,0.9840763290677687
593,0.9826353324156827
594,0.9843348815368128
595,1.001428038250674
596,1.0008665839464603
597,1.0021417743549168
598,0.9932941217179582
599,1.0238532935362028
600,0.9821547979176535
601,0.9681184928145193
602,0.9518729068878455
603,1.008101066877422
604,0.9971093921773663
605,0.9669979267653905
606,1.0026503653064358
607,0.9867556450734082
608,0.9859215826072358
609,0.9571472479795834
610,0.9802906816289233
611,0.9988685238590229
612,1.00731514926207
613,1.0076430924820394
614,1.0095080734018178
615,1.0072884932921924
616,0.9844195011576952
617,1.0098548188511791
618,1.0024853977245278
619,0.9860679493711636
620,0.9499584121392326
621,0.9970766112604805
622,1.0093438629698976
623,1.0059377563894685
624,0.9954528623346809
625,0.9645240688197032
626,0.9865456030096439
627,0.9346514155142548
628,0.9990558987084509
629,0.9774336782491143
630,1.0188133460898274
631,0.9932779718863048
632,0.9974733823837192
633,0.9825685331470229
634,0.9924712081512603
635,0.9936372570682598
636,0.9821979328635904
637,0.9932947738961766
638,0.9622716068931109
639,1.0402974514389505
640,0.9681638824575904
641,1.0050461054879944
642,0.9945329457833371
643,0.9695323524568933
644,1.0248926873458681
645,0.9746296401707971
646,0.9883791675631799
647,0.9685650776695182
648,0.9516586347825118
649,1.0045116637059173
650,0.9717130721090765
651,0.9469600470227839
652,0.9885236230957597
653,0.9801725264243266
654,0.9637879246987442
655,0.9898752015683938
656,0.9785669683414135
657,0.9922524576527608
658,0.9741604699767676
659,0.9910937585791487
660,1.007617594752715
661,0.9705422820570673
662,1.004987514628663
663,0.9886744397237499
664,0.9762248863646442
665,0.9996206953807153
666,0.9810256766618846
667,0.9866528571125226
668,0.9918058431090917
669,0.9992084823144057
670,0.9902480161124689
671,0.9789971417365883
672,0.974771411338686
673,1.0044276221402928
674,0.9899830517547503
675,0.998543545629836
676,1.007411914840925
677,0.9796489159800039
678,0.9806202435718787
679,0.9808992309310677
680,0.9811933288265264
681,1.0164857946347228
682,0.9453044458872819
683,1.0067928014566436
684,1.0118964997069047
685,0.9851407253437935
686,0.954597101586686
687,0.9645187420581469
688,1.0237078372709214
689,0.981995697613242
690,0.9744437056931152
691,1.00269655942263
692,1.0056648554771144
693,0.9945289201565216
694,1.0296744565662765
695,1.000200235361558
696,1.013073112862299
697,0.9573629029807108
698,0.9996716907222661
699,0.9740682925157753
700,1.0271910902136647
701,0.996230110511933
702,1.018988559049085
703,0.9674170249868982
704,0.9719624927862561
705,0.9989725016246396
706,1.0105347746488746
707,0.989402394006019
708,0.9960823259781824
709,0.9639375159802326
710,0.9871489575548793
711,1.0532680770054779
712,0.967058149796222
713,1.0102227181833283
714,0.9959372799833549
715,0.9995155108852494
716,0.9772762052838303
717,0.9799307905063414
718,0.9953318476325503
719,1.0016633098686683
720,1.023397210658877
721,0.9790308009073986
722,1.019148201784102
723,0.9590911375075735
724,0.9732067067577668
725,0.9858759290606621
726,0.9810186254681412
727,0.9998685850747936
728,1.0008148430895745
729,1.010264944208054
730,1.0003284869419202
731,0.9919680245683269
732,0.9635709506604554
733,0.9968408062887106
734,1.0019066726110077
735,1.0137148772358069
736,1.0014816576246084
737,0.9740874380300492
738,0.9992577283069861
739,0.9858872697374343
740,0.992170449008478
741,1.046491750473165
742,0.9720920334555545
743,0.9965502049807148
744,0.9449455562230488
745,0.9444352239327397
746,0.9848836556330485
747,0.9549404601438272
748,0.9926881015260116
749,0.9896760471826733
750,1.0021445058223495
751,0.9685997972373704
752,0.9634559087337246
753,0.9791495014393365
754,0.9769699325195156
755,0.9804374049389144
756,1.0291596719424714
757,0.9815251605405131
758,0.9769882872774837
759,0.9781608096270117
760,0.9707923127045006
761,0.9546850487367576
762,0.9790025803049184
763,1.0199225738675881
764,0.9717046770192996
765,0.9721814427242628
766,0.9689185668836443
767,0.9372505651712123
768,1.0192940840041083
769,0.9686650336661946
770,0.9997713380301876
771,1.0048479012016946
772,0.9772245091764832
773,0.9795651242733766
774,1.0124838054039316
775,1.008833129889376
776,0.9993615109400957
777,0.9747566778902572
778,0.9949237204307503
779,1.033537508051559
780,1.0119193815850545
781,0.9842174156987578
782,0.9892758054590235
783,0.983608775515709
784,0.979619928208011
785,0.9763865399016586
786,1.0024160722215496
787,0.9675422917338573
788,0.9952613961461412
789,0.9968787396943812
790,1.0275998539187656
791,1.0261222008407611
792,0.9679439707026659
793,0.9977285392299994
794,0.9973680138238178
795,0.9756437956089739
796,0.9888373562163285
797,1.0344331309414507
798,1.0254422279014908
799,0.9894161497746844
800,1.0035697354738562
801,0.9865219854349095
802,1.0118302459996324
803,1.0053882576467494
804,0.971169073245206
805,1.0299730823077526
806,0.9996963999030309
807,0.9945980662297004
808,0.9848889232969409
809,1.0240093764153466
810,0.9831377515179098
811,0.9680329325506389
812,0.9935380799527226
813,1.0046512295668564
814,1.0029304254815556
815,0.9780379295216716
816,0.982390314449322
817,0.990451798264729
818,0.9853272063122108
819,0.9747740671782021
820,1.0092225697441393
821,1.0229531029857657
822,1.0047551872041163
823,1.0021563196952707
824,1.0136453514352959
825,1.0000251775447748
826,0.9994056780951303
827,0.9885652895463499
828,0.9854683986730245
829,0.9567053270859234
830,0.9849479711656988
831,0.9597276640849467
832,1.024810279407415
833,0.9814271419173898
834,0.9979443122707149
835,0.9897691039307712
836,0.9688004785718891
837,0.9714408426127739
838,0.971142310210219
839,0.9858221384494688
840,0.9762667958700297
841,0.9799530123399135
842,0.9687393279327547
843,0.9701030613433858
844,0.9625444007240208
845,0.946789101168431
846,0.9893733920801336
847,0.9856707760636192
848,1.0042256882254923
849,0.9797205448825494
850,0.987394569928603
851,1.013543851758427
852,0.9664886064271825
853,0.9809203642078488
854,0.9937619205878998
855,0.9567020732098809
856,0.9570440782739715
857,0.9726403035317217
858,0.9659350512666293
859,0.9865797063495716
860,0.9731514067897061
861,0.9606825938839268
862,0.9615817492916933
863,0.97147109223078
864,0.9733253402185962
865,0.9962512879051026
866,0.9724492705056488
867,0.9770211874394075
868,0.9791513134333171
869,0.9514996529675559
870,0.9757051144149494
871,0.9903447791718814
872,1.0240145925368436
873,0.996733710608738
874,0.9700383485179475
875,1.0104961509982173
876,0.9828480820938487
877,1.0009928788413471
878,1.0247229294380622
879,0.9965689109312535
880,0.9568064005288208
881,1.0070832609491849
882,1.0004786873647291
883,0.9749331095874884
884,0.9491233952507728
885,0.9832623206643235
886,0.984968019417337
887,1.0119534576397564
888,0.9674873164251456
889,0.9811220183956465
890,0.9944579104348179
891,0.9902120826873013
892,0.9627996183034725
893,0.9746438892215918
894,1.012679462611426
895,1.0081628255295383
896,0.9998144993100687
897,0.9921242483943487
898,0.992544896277136
899,0.9670649493520442
900,0.9942182210451025
901,1.0048867107922108
902,1.0213729000006044
903,0.9340291166832012
904,1.0264817616305941
905,0.9894138446398586
906,0.9873410103652945
907,1.0081731299480348
908,0.9987129006324227
909,0.98734198702037
910,1.0223995592077384
911,0.9794194509110956
912,1.0105497388760905
913,0.9887015225800181
914,1.0204160811825396
915,1.0302679526240488
916,0.9790097331865514
917,0.938813700874416
918,0.9767285005106927
919,0.9728994214824535
920,0.9442938337608695
921,1.0064577804940438
922,0.991516950234587
923,0.9663655403898869
924,1.0192059573292251
925,1.0259903486424478
926,0.9916803877397113
927,0.9805195619528904
928,0.9682983221961802
929,0.9903267974203804
930,1.0211255751337287
931,1.0260898549688289
932,0.9867684559958982
933,0.9969286058229798
934,0.9396964261440376
935,0.9998499727708445
936,0.9743971012505906
937,0.9730986182227961
938,0.9741737516986015
939,1.0004799096951755
940,0.9905617157091848
941,0.9741106941015912
942,0.9923372792962435
943,0.9902600852869813
944,0.9564150138909081
945,0.9820550834348964
946,1.0128484925719092
947,0.991436324237275
948,1.0143722261933927
949,1.0025898688024006
950,0.9679325024833437
951,0.9417961906050967
952,0.9967821924104817
953,0.9465050696980667
954,1.0142098401281558
955,1.0057935559070683
956,1.0225637503902056
957,0.982852852657772
958,0.965870813516663
959,1.0410569600909012
960,0.9960572835454411
961,0.9899867733934805
962,0.9867979332309028
963,0.9822381929579069
964,0.9614899539711785
965,0.9918794249040089
966,0.9762639924233493
967,1.0024195572016565
968,0.975340829312013
969,0.9549672597853928
970,1.0003741436313687
971,1.0013366946563946
972,0.9878096652442903
973,1.0151933251301097
974,1.0039892979255423
975,0.9829332280828218
976,0.9963750812748585
977,0.9747744387146712
978,0.9841932332726862
979,1.0030429696898766
980,0.9890634007420688
981,0.9665939546192893
982,0.9830040509407945
983,0.9870392386929712
984,1.0159769461705694
985,0.9673537786500465
986,0.97119547691402
987,0.9755107889634498
988,0.9770799897074923
989,0.9826602517811183
990,0.9935863864525739
991,1.0127302511254936
992,0.9718988545619964
993,0.9925613821544381
994,0.9862394725620912
995,0.9826787374515213
996,0.9627890611969462
997,1.0068237393603074
998,1.0178337763054697
999,0.9838036065092001
1000,0.9846010686324107
1001,0.9993633863251242
1002,0.9896327653202945
1003,0.9952168173465946
1004,0.9853685232251075
1005,1.0038475162215272
1006,0.9821688101807147
1007,0.990713594801405
1008,0.9928554030721095
1009,0.9887939392294808
1010,0.9643432730683867
1011,1.006687460123168
1012,0.9655825001085956
1013,0.9952110504606517
1014,1.0167284464272561
1015,0.9589617418123463
1016,0.9859118875931453
1017,1.0299991443603627
1018,0.9507930962495156
1019,1.0234576525259795
1020,0.9943759548124103
1021,0.97602752745721
1022,0.9637641114455676
1023,1.0216242052099704
1024,0.9949563363699656
1025,0.9654481174807271
1026,1.0188484938751288
1027,0.945086042072513
1028,0.9626398768200795
1029,1.0009369824525394
1030,1.0425739274109502
1031,0.993515906517371
1032,0.9641677288381701
1033,1.0063046770398405
1034,0.9990881806262318
1035,1.000166110595949
1036,0.9720636279400711
1037,0.9209159365990413
1038,0.9629028884411461
1039,1.0044361817148388
1040,0.9814958349662926
1041,0.98218527484972
1042,0.9739429757700446
1043,0.982698532787203
1044,0.971129539051216
1045,1.0018092133254914
1046,0.9865502490175031
1047,0.9943310474503746
1048,1.0270304236901222
1049,0.9740298936791811
1050,0.9994567676128772
1051,0.9721013813369445
1052,0.994152438888696
1053,0.9947399829162715
1054,0.9822094570059579
1055,0.9736563548717614
1056,0.9463896717545642
1057,0.9941949860736392
1058,0.9926747805092264
1059,0.9852053500354002
1060,1.006549860575582
1061,0.999460310957759
1062,1.0123665288074397
1063,1.0005366199050965
1064,1.030355031890851
1065,1.0169297307376048
1066,0.9951856079416096
1067,1.007879390771704
1068,0.9969717129553719
1069,0.9653692799668943
1070,0.9521049771227293
1071,0.9636639029721142
1072,1.0239750609238032
1073,0.9539923471042355
1074,0.9871578734343476
1075,1.0075251747318634
1076,0.9832609628775779
1077,0.9880377698489355
1078,0.9918390463925889
1079,0.9958869581482697
1080,0.9846922848397475
1081,1.0219548783417347
1082,0.9978067481675552
1083,1.0012207612891202
1084,1.0240862646320033
1085,0.9568448020659859
1086,0.9877172170870693
1087,1.0113430475551382
1088,1.014897268345005
1089,1.0032762206829242
1090,0.9570401158094014
1091,0.9622951544640814
1092,0.9950095448551626
1093,0.985777561386236
1094,1.015312659817044
1095,0.9630612031949201
1096,0.9815436538687519
1097,1.005376976167469
1098,0.9822824143469805
1099,0.9551997867483736
1100,0.9934067156892744
1101,0.9928025647526811
1102,0.9767533793493326
1103,0.979991381148295
1104,0.988937781126722
1105,0.961042826524972
1106,0.970575726806843
1107,1.0227907062762063
1108,0.9815256125377664
1109,0.9894145073191895
1110,1.0076509407858032
1111,0.978293734248368
1112,0.9764917620432285
1113,0.9573243197962565
1114,1.0053104301248073
1115,0.9695458051038985
1116,0.9587263729058543
1117,0.972194493072766
1118,0.9756221693241198
1119,0.9728115619313791
1120,1.0137351117471354
1121,1.0141359079392873
1122,1.0250272504670053
1123,0.9465230839680274
1124,1.0046990310991326
1125,0.9842034742951618
1126,1.0049988957022733
1127,1.007626840615683
1128,0.9664875801096188
1129,0.9469418041543206
1130,0.9522252195067267
1131,0.9972299902580339
1132,1.0180752637552333
1133,0.974940700785975
1134,0.9661893706247154
1135,1.0060938237358639
1136,0.9938325234586105
1137,0.9917420518337596
1138,0.9840958294466149
1139,0.977214278910255
1140,0.9875883682559166
1141,1.013381036255955
1142,0.9924816152504559
1143,0.9860904087730955
1144,0.9945396038843891
1145,0.9963070184175423
1146,1.006437347443944
1147,0.9823666339139127
1148,0.9946391714770673
1149,1.0130190757833708
1150,1.0111679411369414
1151,1.0048344813326502
1152,0.9905467463576048
1153,0.9693190070357339
1154,0.9233180663325711
1155,1.0237715291293568
1156,0.9821800300794532
1157,1.0204626712114675
1158,1.0005954137231858
1159,0.9719904010628798
1160,0.9858650302531989
1161,0.9942448675253666
1162,0.9825174069164814
1163,0.9953502732883994
1164,1.0258699027222946
1165,1.0006489014221103
1166,0.955760600716552
1167,0.9761582465568246
1168,0.9432729089796162
1169,0.9555231182006136
1170,1.0159085131275707
1171,1.0086716331669536
1172,1.016627768627321
1173,0.9529661315672877
1174,0.977221202282261
1175,1.0118097057117024
1176,0.9420442728101344
1177,1.0004313407081469
1178,1.0200423756171653
1179,0.9955608759632737
1180,0.9666594396294127
1181,1.0049021303328725
1182,0.9736735408298057
1183,0.9889392927151314
1184,0.9470565946706514
1185,0.9943560743577788
1186,0.9801697799484504
1187,0.9659359480805174
1188,0.9976089915966124
1189,1.0003352340346605
1190,1.006852271759116
1191,1.0055171386561332
1192,1.004934609861045
1193,1.00765332677379
1194,0.9531278532525789
1195,1.029903323150924
1196,1.021692871647474
1197,1.003912755334876
1198,1.018777750684523
1199,0.9972416209590462
1200,0.9596180091481947
1201,0.9917351821054166
1202,1.0123278864981031
1203,1.02635773049365
1204,1.005024233135444
1205,1.0020388406789977
1206,0.988145173400982
1207,0.9464981608952285
1208,0.9769406892931791
1209,0.9746533714819138
1210,0.977825932091161
1211,1.0148241423975035
1212,0.9749841829858006
1213,0.9614350366996407
1214,0.9950304269553865
1215,0.9946036787643003
1216,0.9721268479720595
1217,0.9612794537224617
1218,1.0081328736908342
1219,0.9901135208166733
1220,1.002230523166635
1221,1.0113178788255182
1222,1.0208431557692088
1223,0.9823289399412534
1224,1.0033006819920824
1225,1.0289547635282448
1226,1.0255843423180884
1227,1.0019102548540724
1228,0.9931008216502347
1229,0.9991034431497559
1230,0.9972546799641616
1231,0.9984257922717603
1232,1.0065865993931733
1233,1.0357048677469243
1234,0.9830052522793177
1235,0.9799081461585567
1236,1.0072210848429533
1237,0.9929221460240869
1238,1.0145138731813816
1239,1.0344926183380507
1240,1.0042609927600497
1241,0.9441207941922194
1242,0.9974642797028064
1243,0.957134151031593
1244,0.9415551284307577
1245,1.0125159895434297
1246,0.9987710781517022
1247,0.9766362405169108
1248,0.9722291187128818
1249,0.9764262693436716
1250,0.9832375569512373
1251,0.9948768182524147
1252,1.0113270532519665
1253,0.9676951989029902
1254,0.9931858409263352
1255,0.9715933710167062
1256,0.9912482978083553
1257,0.9413596970293844
1258,0.9912801083108487
1259,1.039663511864475
1260,0.9845119566578918
1261,1.025842291971241
1262,0.9757388652516503
1263,0.9678851672214246
