,k_v,k_f
0,1.014467977654054,1.0190551174462847
1,0.9897321792328344,0.9667764755492814
2,1.0156178185611835,1.012311949954293
3,1.0080821942557379,1.024212841785525
4,0.9972625591833161,0.9346098214867232
5,1.000927110859362,1.0030654959642828
6,0.980560600285473,0.9812574226018759
7,0.9625224896327075,0.992533742873608
8,0.9905858259098419,0.9524812583680698
9,1.0303734091653216,0.9983706819593384
10,0.9972737581141754,1.004569863489296
11,1.0038452955438093,0.9250471927694404
12,1.026950392291818,0.9888792359341606
13,1.0341620334179935,1.0527263032241734
14,1.0271271178666497,0.9717188460280364
15,0.9970962028252989,1.009490306564567
16,1.0290813688089802,0.973782784156916
17,1.0112111332857365,0.9917918785069947
18,0.9867069593831986,1.016310807582656
19,1.0345386715530034,1.0243006985769156
20,0.9979328349429842,0.9580122837194036
21,0.9945536084210146,1.0015451286034847
22,1.0240422694782472,0.958551208380543
23,0.9916970538320321,1.0038491286162385
24,1.0324582109820721,0.9872168333055896
25,1.0472764472613965,1.000856609122195
26,1.0142835561140013,1.0553911768719961
27,1.0000393544284694,0.9398923901533968
28,1.0039290819034579,0.9388928820231748
29,1.0122818547377375,0.9785848183269042
30,0.9916593833607077,0.9985180811606661
31,1.0438758975628692,0.9289806045695249
32,0.9951725027965278,1.0047983615923217
33,1.045959692206144,0.9971546024857825
34,0.995612628108678,0.981930923319561
35,0.9846961138454728,0.9981495950143667
36,1.0328265269632328,1.0147945380009735
37,0.9703514876660749,0.9632122705084472
38,1.002209226465013,1.0269574843647749
39,0.9804333338416261,1.0217282463418154
40,0.9922961351836345,0.9521440691798007
41,1.0028307992516945,1.0142065227747399
42,1.0204116722988792,1.0184776262495654
43,0.9824985778564612,0.9863997689933653
44,1.0152077409515052,0.9529048249675233
45,0.9851155684181522,0.9194379786521474
46,0.9842810226179728,1.0077478723462923
47,0.9894295701922744,1.044969428280618
48,0.985638898749568,0.9508048197618472
49,0.980975098074938,0.9721863993211294
50,0.9870550695969155,0.9401897464326485
51,1.0183403859435487,1.0065261354218213
52,0.9960949150974293,0.9546053898687161
53,1.0425126014267152,0.9686977342652424
54,0.9616716560485724,0.960749460540866
55,1.0064550572311233,0.9962880102750828
56,1.040529728082248,1.0076560699649304
57,1.001790918633273,0.991014081830673
58,0.9945202304107282,0.9902010630716394
59,1.036115723073657,0.9934298237200945
60,0.9939198333853058,0.9178422395403708
61,1.0038562731351204,0.955964081577264
62,1.000147977454673,0.9678008201106745
63,1.00159280700571,0.9613683308268908
64,1.0220167380127623,0.926572115175155
65,0.9733775183916823,0.9899881354900227
66,1.0209546536294956,0.967689460135584
67,1.025386935950197,1.0077061846342628
68,1.0401665768338386,1.0000001303371988
69,1.0114393836327404,0.9828488774232085
70,1.0471049154395717,1.020519848388658
71,0.9700517159338851,0.972858789140052
72,1.0097495000523233,0.959369820939382
73,1.0560101671827604,1.0552141548117706
74,1.0305705623709795,1.053597477574606
75,1.0201885745342707,0.9870961270679917
76,0.9861123032825688,0.9748786543237113
77,0.9425966779565181,1.0164165976857453
78,1.0042093273447157,0.990317408167498
79,1.0369752190382486,0.9668811888601784
80,1.0052050455443877,1.0131849505333408
81,1.0014917008950128,0.9813782307530244
82,1.0259233656892626,1.0337125593178074
83,0.993629297490766,0.9563911804471468
84,1.0132568235053847,0.9616918691117087
85,1.0311756826269614,1.0031634140049854
86,0.9900845817293291,1.0043921268381082
87,1.0115742068281672,0.9921848755705092
88,1.040646778844689,1.0053894011189637
89,0.9852127030320121,1.0422252931170082
90,0.95835627863378,0.9106127988220574
91,0.9744687054810129,0.9638302921079224
92,0.9819443973695863,0.9903100916257328
93,1.0192171265807324,0.9721677707276821
94,1.0171986201445682,1.094308746888217
95,0.9718033245546872,0.9604351337368688
96,1.0058764870214323,1.0465623935300246
97,1.0062946087952405,0.9800013494845553
98,0.9732358061131605,1.0310763656028152
99,0.9891527185524221,1.071191352173933
100,1.0199206524017939,0.940955733459913
101,1.000984018527377,0.8750919912283865
102,0.9988116025283317,1.1045648097291254
103,0.9968803652943062,1.0148314624805503
104,1.029986096029394,1.0258507836500752
105,0.995821754166901,0.9901598990656447
106,1.034583844059182,0.9828007305191816
107,1.0155237749576076,1.0408270123204153
108,1.062428120872207,1.042113074896079
109,1.0069402761166384,0.9853327325524652
110,0.99912364820255,0.9631530525823548
111,0.9956427232231339,1.0523837785526207
112,0.9430235010639271,0.9452823955636771
113,1.018414973433195,1.0540510759236592
114,1.0238055624221514,0.9780370563659676
115,0.9762217779537831,1.0545337495878397
116,1.0294029459657055,1.0149975190912155
117,0.984073835121518,0.9728412878102481
118,0.9943545755895673,0.9961518109321293
119,0.9963946559526321,0.9767101526273999
120,1.0074544261633096,0.9710481703163483
121,1.0165211038459663,0.9758127735666974
122,0.9805332992759882,0.9681881215061241
123,1.015667481910635,0.996208623375828
124,1.0119122148240427,0.9374810045401858
125,0.9938829408657266,1.0297643763256725
126,0.9829730445921063,1.0719489342662485
127,1.0440645246650968,0.9405348213958684
128,1.030221518510081,0.9935809318732971
129,1.0230873317806581,0.9993119975686254
130,1.0232268400835633,0.9766807875652022
131,0.9853360347982045,1.0907364229149337
132,1.005179638269339,0.9956054763855268
133,1.001186989796989,1.0125838573273314
134,1.0295975151804289,1.0162064811449858
135,0.9555662646338178,0.9860345990731965
136,0.99384889553912,0.9658546444657792
137,0.9961959933981247,0.97590531487722
138,1.0088959720035504,0.9949400393607934
139,1.0215485056867895,0.9399416319969247
140,1.0000338361335066,0.9565518117764726
