,cos_t,k_gg,k_gamgam
0,0.9243849000056201,0.01655321895871987,-0.29738066803941954
1,0.9220748374793851,0.06850650130125947,0.008916469242737757
2,0.9641664912862461,0.03213128005225922,-0.2147487088509504
3,0.9013033505109702,0.05808131157370868,-0.2920341584632037
4,0.9579275850331956,0.026545059072839515,-0.14424232703257103
5,0.97246686255817,-0.015286019871832618,-0.35256876083874505
6,0.9291283095506007,0.05063903347406061,-0.21606371469454222
7,0.9737510639376281,0.012733776863944685,-0.1310175453428383
8,0.8844234707177333,0.08693434006173884,-0.25630217144464634
9,0.9627632427415052,0.05179553122310593,0.09487580177102928
10,0.9345373669467526,0.04037340476457284,-0.09515102961825316
11,0.9649176625085991,-0.001583142965091669,-0.02788405316723991
12,0.958533573112018,-0.03326389710166874,-0.2835889872236824
13,0.9527557843046242,0.01529212004166218,-0.2521479784025835
14,0.9289177098781163,0.0020626414480282643,-0.6231630912042491
15,0.8489342251381221,0.09104385441333443,-0.2829916745735263
16,0.9621614802488501,-0.012402732448997457,-0.25350142167279544
17,0.9399806982810041,0.0020830005191586655,-0.1923455104196033
18,0.946219300882864,0.0057366167295100495,-0.05191805515151825
19,0.9656784657568562,0.012915392788687089,-0.23395970203291652
20,0.9592344701728909,0.039640315413080704,-0.15166171749755472
21,0.8982550677882528,0.07757422484350718,-0.041096241068052625
22,0.9106504584637857,0.05929855837991665,-0.04761123503989409
23,0.9382669052654964,0.04959152326873997,-0.2515580049979795
24,0.9389783514477034,0.04677959267166807,-0.10606005596091876
25,0.9923193691654631,0.00763323687226268,-0.22336899814347494
26,0.9558491539140779,0.02239134008269244,0.011193185290409802
27,1.0206333983313594,-0.04526250165248614,-0.0669826963123346
28,1.0071293323851835,0.01727438750195081,-0.08989979453509045
29,0.9521830996438935,0.008557730605423544,-0.24970297565926064
30,0.9496652995313439,0.05477995795915042,-0.16373345462813413
31,0.9470391629527246,0.019448600923882956,-0.11850475131066168
32,0.9711883935047925,0.024571221479493317,-0.10184099834992638
33,0.9755558796286745,0.056552777255363035,0.11214766118637043
34,0.9760353713253737,0.016646391557825442,-0.2090554478989632
35,0.9346470109230172,-0.00843616732626612,-0.3476607296680776
36,0.9859166905776691,-0.026614099463328947,-0.23716146621230577
37,0.9720035697498192,0.012430576982098526,-0.09414562496755735
38,0.9965798183660871,0.029492626406031636,-0.07332369112211753
39,0.9597095568242918,0.04436988875043943,0.11304664920732266
40,0.9184946346310818,0.05935375516674281,-0.21462575741100093
41,0.9798131675063814,0.00809112953878474,0.08151259537068584
42,0.9581275960035592,0.00931560850001098,-0.2879569574200135
43,0.9457943183009871,-0.00785504022943936,-0.5450269185906631
44,0.9599053149923883,0.0035154900716942816,-0.2453303577884247
45,0.9533539876316434,0.02777159744649845,-0.16455457173237134
46,0.9408071278642166,0.038205315930097516,-0.18139476786114478
47,0.916486001139108,0.06335399639762095,-0.25329690980830116
48,0.973134596221883,0.04493327311749576,-0.1823352806576487
49,0.937941029051553,0.033444848103895725,-0.09837736167814926
50,0.910133849998607,0.051898084392134725,-0.3825288703138554
51,0.9766094054651694,0.009341906839058237,-0.23752400814834637
52,0.9776679337451681,0.0025832750988306896,0.09314879740418128
53,0.9954591498790338,-0.0035166316658609767,-0.0839570565307908
54,0.9883271179187553,-0.037357772792394585,-0.19688443738152694
55,0.9772323781302868,0.014298842778266839,-0.11173094710873516
56,0.9021728305892975,0.038437879451380455,-0.45244458422854594
57,0.9298812879690473,0.03595187573599373,-0.22451484267048916
58,0.9676757864827702,-0.006281633363553585,-0.028164034830374357
59,1.0302948019801816,-0.035333687478467886,-0.25645819074754295
60,0.9374558021056247,0.05079838003565521,-0.10365374846191948
61,0.9219308651894444,0.04161428859603304,-0.3179928320044835
62,0.965846029165189,0.05466819797316309,0.045572029297146766
63,1.0085382924726483,-0.021045996994368495,-0.2177319462873477
64,0.9757951385899704,0.02035874280213059,-0.20311398676848957
65,0.9436886525954375,0.04221733710941458,-0.217461941387225
66,0.9929475110786575,-0.003344009131769167,-0.370154685940514
67,0.9866241234916169,0.009894206365660227,-0.22744291550535184
68,0.9959618235106618,0.03843833242782505,-0.16479064869344492
69,0.9902887340389874,-0.020403883155337296,-0.05532340479257385
70,0.9243418370902242,0.015310025781354208,-0.2186119770223643
71,1.0022439460761652,0.006493382584903061,-0.07225577403741498
72,0.895339174044711,0.08324844945726645,-0.30372622183785064
73,0.9952285845546648,-0.01399768584583709,-0.16059272237597716
74,0.9163614397454023,0.07599878518726881,-0.013236292371187834
75,1.0174991771026007,-0.0372459489499921,-0.43119110270853717
76,0.9445948739306239,0.055054872491048026,-0.11839191275940694
77,0.9904648521793775,0.03808845956992144,-0.03205780039630168
78,0.9304524293317931,0.006895840357532899,-0.13681215391331622
79,0.9888111943518721,0.023783773411941933,-0.28325057204527315
80,0.937413174756256,0.01360084811709711,-0.22925986512904167
81,0.9357222690599482,0.07403035888622389,0.013164240309280636
82,1.0440276010893366,-0.024144381368038842,-0.03596971919404682
83,0.9200182493846967,0.03956439476970679,-0.3024440055270126
84,0.955638563456206,0.013084090181893604,-0.2019538874121306
85,1.034706615665319,-0.04728775894840894,-0.21630396520844986
86,0.9729792742409417,0.024747061049990936,0.1370068280640258
87,0.9812084758850634,0.0082952103397251,-0.18332475381286817
88,0.9535124709824012,0.015284749759894117,-0.17782856384602852
89,0.9454320787269108,0.04314028050435752,-0.04664402875296153
90,0.9592809583669313,0.021868132987209375,-0.2216279737012496
91,0.9532685290760593,0.007339518406328297,-0.26215839624040005
92,0.9209010830425172,0.028049582442774168,-0.5612048576675097
93,0.9946523166968053,-0.0460355237905425,-0.4666176919950529
94,0.9724676220262772,0.06232808361168676,-0.10452885733438005
95,0.9463662769822795,0.03532773121930098,-0.2515861252497472
96,0.9279060603037165,0.04330530637981168,-0.3096972202192872
97,0.9506313635312242,0.032402591794012656,-0.07831808083829615
98,0.8905865402899424,0.07962991051202363,-0.021883961020935705
99,0.9781323003580437,-0.006131637650976587,-0.02283888803080994
100,0.9761910015603253,0.02046326502782886,-0.301286213146329
101,0.9427501973900967,0.033263950163887605,-0.36000857255738566
102,0.9801104479351334,-0.010526275977391544,-0.01575798620669394
103,0.9619661275355277,0.012694738221275866,-0.15398042438797918
104,0.8947600458459987,0.0544079057729976,-0.42224774643086715
105,0.9513074842670411,0.047628241210178966,0.13395708563678016
106,0.8997882084678115,0.047491969521579996,-0.10550143310096566
107,0.9886436557719007,-0.018176904618845593,-0.3296256057834591
108,0.9191223293742338,0.07283229244520989,-0.21420725068808114
109,0.9711560618684693,0.0078705881789395,-0.020690554177535958
110,0.9400267457801583,0.03176227845105591,-0.018014975364237552
111,0.9785646873568198,-0.0016223062262167263,-0.2147506236184708
112,0.9823678800730524,0.021766387608769443,0.03341518101156628
113,0.9909867330078624,0.037028745117731715,0.06456402292218115
114,0.9448636674426453,0.03819330185389019,-0.04676184412278889
115,0.91739696741697,0.04910991790898232,-0.35536611105555505
116,0.9299588820303015,0.05227219159047559,-0.15674705488769697
117,0.9927214493422177,0.02343797821428212,-0.07161969385195657
118,0.9200911897380867,0.04839855140407644,-0.256818724561431
119,0.9598094107722247,0.021107093550109236,-0.16299612993026366
120,0.9534777612718955,-0.007292977297824715,-0.10612813379278026
121,0.9881090309014187,0.019794017892653858,-0.029032413991415262
122,0.9456271793109668,-0.00724130454457024,-0.37370842418368533
123,0.9197880295487139,0.009118280459147664,-0.215667995310875
124,0.9715332499986888,-0.02120535015312211,-0.16917981110238584
125,1.005347694426135,0.0010614577072110953,0.07659640490318015
126,0.9775684898777426,-0.0012766882543653372,-0.33520385585269785
127,0.9620200132732081,-0.007879906222615578,-0.40632045968441177
128,0.8995868145073672,0.0500318902246502,-0.21171573435051155
129,0.9275679301067734,0.03340665018761402,-0.2979261504978665
130,0.9595101291240072,0.0021037214611937197,-0.2757833384895075
131,0.9605025601086922,0.024383414775817524,-0.16526350843680354
132,0.9228711891999171,0.021055773225602446,-0.26969410672923827
133,0.9915711211840681,-0.0016231357453805675,-0.19645219187365323
134,0.9355532987328902,0.04329700184546978,-0.12305295896718016
135,0.9763500905506348,0.0046067497054649974,-0.13894514554694373
136,0.9585857414337889,0.04077596509057415,-0.21584084466429881
137,0.883399127702369,0.07682211054053559,-0.04535800188024347
138,1.0205348607591849,-0.048086879731841926,-0.2280468428239903
139,0.9659536574052633,-0.021001416684750557,-0.3692020357836031
140,0.9514519811303201,0.04898244870922825,-0.15307226926005185
141,0.9640360442670538,0.062374018064079814,0.0078905734960234
142,0.968125383942309,0.0392020252282894,-0.07414019078751641
143,0.9895749265830991,-0.0433426062029532,-0.3284615609924096
144,0.9926920393705436,0.004107959518389215,-0.059293686284068864
145,0.9712613237110984,-0.01728737195569638,-0.13963292193523863
146,0.9132065565317844,0.06752084344544182,-0.23233360909389117
147,0.9361020179678873,0.04530673380314967,-0.006121147380749089
148,0.9682039981768404,0.05501487579541241,-0.2893823306453689
149,0.9748612647088761,-0.03193080828906674,-0.24988180122751136
150,0.9569849541746388,0.010646077521409504,-0.3817317848582813
151,0.920031105189813,0.02093433055473787,-0.0966919020802402
152,1.0239218233186547,-0.037738260148494504,-0.500696865108067
153,0.9961733758036468,-0.030078777757459985,-0.05811338376940864
154,0.8990942404063781,0.04711792703694111,-0.3567317422906332
155,0.9457324846262056,0.04123672495045968,-0.21095634858833057
156,0.8875732002404747,0.07342787766409588,-0.32349305445048826
157,0.9531421160566254,0.052837034033001884,-0.12777038555813786
