1.301324901813164514e+00,1.202784627083110180e+00,1.255680118876070006e+00,1.540394891002985434e+00,1.537616636342649112e+00,1.305620026354896934e+00,-1.172156211836450218e-01,4.172512374595827023e-02,4.474153033889864961e-01
1.235309985639314823e+00,1.363271312917865075e+00,1.393829381088427022e+00,1.367701715539102025e+00,1.814378012683858898e+00,1.174546909604824219e+00,-1.763216384373758605e-02,-8.203753307837819975e-01,4.756677703448419781e-01
1.001895837960172564e+00,1.075216155212954883e+00,7.984249455642962179e-01,1.229467786333976020e+00,8.693363299886704976e-01,1.008172019056244428e+00,-8.649984536699716065e-02,-6.575784589624069643e-01,4.535954295185692930e-01
1.348733512712677163e+00,1.316275297100235164e+00,1.489003984880465259e+00,1.353481055789830023e+00,1.300064742437860188e+00,1.435797683506162326e+00,5.356035164454600594e-02,-5.564863594781129796e-01,4.504120212704706416e-01
1.430547979692217364e+00,1.346544586358276785e+00,1.430438366368280256e+00,1.431659708153559363e+00,1.532213625095977472e+00,1.233293126620781610e+00,-5.913726333072609476e-02,1.845372954540454025e-01,4.743668152715120878e-01
1.057975518944043847e+00,1.005582839008732909e+00,1.025540890099260416e+00,1.147568121471210567e+00,1.072715948856917567e+00,1.060323846898892253e+00,-3.561226382392887468e-02,-1.463425587417668261e-01,1.366956430057272853e-01
1.095849724900771704e+00,1.123114106542121071e+00,1.390766278041391413e+00,1.111371525354667655e+00,1.077237690349317045e+00,1.179389480731894757e+00,1.352678352946710683e-01,-3.111210280225467639e-01,1.967408691392693587e-01
1.053041751198157350e+00,1.068918446648231546e+00,1.146078018929717945e+00,1.325734773498033592e+00,9.285335423242541131e-01,1.192898493320046160e+00,-6.307698208570208798e-02,-4.336414618884518735e-01,3.720137761233504037e-01
9.908475566256009781e-01,9.633928438104530922e-01,1.026524354508062231e+00,8.894959214225975908e-01,1.200088232851287851e+00,7.763633725417626863e-01,1.038311252130017515e-01,1.830453251337229581e-01,2.535571252967816491e-02
1.025024956170624391e+00,1.161829803302857567e+00,1.290496778327105298e+00,1.054510804224464415e+00,1.419006064737310169e+00,1.184794830778078678e+00,5.798245151252807983e-02,-7.067256381454416481e-01,1.969712095802924057e-01
1.000713651573809315e+00,1.011416839070369722e+00,9.414367800898033600e-01,1.111609852702267975e+00,1.214274299567907889e+00,9.893272327836024616e-01,-4.683180027066224937e-02,-3.711792248852927578e-01,2.204671699284443398e-01
1.249860555143472718e+00,1.243017025802249043e+00,1.332653130664752439e+00,1.397707771195153104e+00,1.436028582741126991e+00,1.275529525004554854e+00,-3.690490807603953594e-02,-5.197994855722066765e-01,4.360078402169363376e-01
1.249755217088416082e+00,1.131898599002997940e+00,1.175578216664193709e+00,1.327203112821990993e+00,1.026708506847148650e+00,1.226814117738979748e+00,-9.012354186782492449e-02,4.008882657293088014e-01,3.403962967744860735e-01
1.165265146662139095e+00,1.207617969398580460e+00,1.367934614359203271e+00,1.294324927558098803e+00,8.535450474802452892e-01,1.145618574425065539e+00,7.107619327900252526e-02,-1.583382517231714526e-01,3.532788264951798873e-01
1.326249435300494328e+00,1.289387825852612357e+00,1.408591483698749869e+00,1.473639687122624942e+00,8.722653258197645698e-01,1.377910575391312564e+00,2.370108447372401561e-02,-4.131770987466407696e-01,4.966114417596224073e-01
1.276423498574902782e+00,1.234773852808353167e+00,1.271995316738357751e+00,1.480432568503686763e+00,1.449712906965979320e+00,1.341751908400456106e+00,-1.074148940681615705e-01,-5.242250150132391484e-01,4.494372251386602457e-01
1.284737758917927186e+00,1.239522958005885078e+00,1.317812766218224851e+00,1.553559199006102842e+00,1.568686839262442900e+00,1.414760174254446001e+00,-1.539974830235247560e-01,-5.848593847518201994e-01,4.408283306745563457e-01
1.457076353725798912e+00,1.449488931003025671e+00,1.734860770316194456e+00,1.748443176522515241e+00,1.721166654443654576e+00,1.353252031050861781e+00,-1.429154140369952586e-01,-6.081200229142205149e-01,4.965518724549958240e-01
1.182008733188393501e+00,1.261578986173580219e+00,1.430711852124007644e+00,1.183914241773915244e+00,1.554006453546478150e+00,1.412473439686664722e+00,1.023077102221787715e-01,-1.089337251087929115e+00,4.243381268303458298e-01
1.448562951371066720e+00,1.205107550046969012e+00,1.501557828038204478e+00,1.427536439014966740e+00,1.640983060707422725e+00,1.242576422111714152e+00,8.093209536686672700e-02,2.522925800922309891e-03,4.917054215242598336e-01
1.160975485696130072e+00,1.136160580300120015e+00,1.098634715471552337e+00,1.320224362387190320e+00,1.516673272496122937e+00,1.107893585835688643e+00,-9.768598760132979342e-02,-4.375195214260787502e-01,3.814560658740110410e-01
1.277709868055757259e+00,1.285954450167215102e+00,1.268589021750077706e+00,1.403068580651410935e+00,9.134345788742248562e-01,1.197618733291239357e+00,-8.109503739657181187e-02,-2.161993693002860484e-01,3.771546764069349522e-01
1.211486328923146338e+00,1.233381917227976521e+00,1.300425413512016792e+00,1.315759947722304535e+00,1.246561995048230731e+00,1.263625756032636049e+00,1.800282656609123594e-02,-4.520837108653529279e-01,4.296478227759381041e-01
1.370474081243465703e+00,1.266815320095453501e+00,1.193806546536671842e+00,1.323249551359239717e+00,1.535742105577474925e+00,1.274463483158477572e+00,3.258671574548237942e-02,-7.291794119576283650e-02,4.973553990510876655e-01
1.257175816984275940e+00,1.360960801561990285e+00,1.561379021780473497e+00,1.193932848517953893e+00,1.379641250826356691e+00,1.169717109098589169e+00,1.245598560978363606e-01,-3.268520274729497244e-02,3.397244748647060830e-01
1.182624771961653831e+00,1.128919916749873131e+00,1.256971262378096421e+00,1.299255713849144955e+00,1.482083484430261056e+00,1.137993812518435233e+00,1.620879839554348334e-02,-2.232623310733016508e-01,3.452092006995003404e-01
1.245326165783186223e+00,1.261965286932272168e+00,1.447560366425683087e+00,1.432361416503967311e+00,1.358752448921635825e+00,1.202179187249908354e+00,5.421545369196840991e-02,-5.366890964845819623e-01,4.459735799947949220e-01
1.257871961644495773e+00,1.055544957446106880e+00,1.126540255300748417e+00,1.067132502052843712e+00,1.696835983483810928e+00,1.044183602371449693e+00,1.031460046184310697e-01,2.904289319595073082e-01,3.323642989908216494e-01
1.262298068497439640e+00,1.380281835944204838e+00,1.379148258613872580e+00,1.497728766221607222e+00,1.787768147964567955e+00,1.396292130152649635e+00,-1.060236957428760673e-01,-8.578160481819220307e-01,4.815858280433306660e-01
1.368841983754792491e+00,1.319964220706988156e+00,1.225661690916072910e+00,1.284468810628132340e+00,1.638659993381407443e+00,1.195447930451332796e+00,-1.020731280389900603e-02,2.096433522028836594e-01,4.663787145638115250e-01
1.097795389144461842e+00,1.098682393034573934e+00,1.203712583812414305e+00,1.185589432953077393e+00,1.111579940191273597e+00,1.139246842381937075e+00,1.202538617292697037e-02,-1.141056596788290467e-01,2.223919672062412700e-01
1.323508942563381918e+00,1.322701968764392833e+00,1.254888620122907250e+00,1.377648231675242751e+00,1.245431337436796904e+00,1.130314114168169848e+00,-1.601024890139683687e-02,-1.289489413809105089e-01,4.263346157282573157e-01
1.288789068886154743e+00,1.267453443586059825e+00,1.423583628010042901e+00,1.077413233546862026e+00,1.449269282189566521e+00,1.219282523865873324e+00,1.344243373842995970e-01,-1.110580630502029931e-01,3.769995502219979366e-01
1.434032314438995925e+00,1.197439356559655499e+00,1.295436984986513940e+00,1.288401566733714754e+00,1.176115091364997145e+00,1.237604202582957669e+00,2.140377105424821902e-02,3.809282073124438117e-01,4.288219856270159558e-01
1.160413605352421218e+00,1.074096366064410946e+00,1.016483824065060215e+00,1.303724269658708357e+00,-3.145856438080851802e-02,1.127927314349079557e+00,-8.147168370760818346e-02,-3.056280633211813091e-01,3.985746854203173206e-01
1.292896190321108030e+00,1.306322082070891621e+00,1.517513677948246320e+00,1.235221432182296741e+00,1.613019378420445404e+00,1.443835401863837964e+00,2.053732077459232697e-01,-1.374382490057579620e-01,4.610291470855715223e-01
1.040918379983263975e+00,9.402585617593409717e-01,9.334090772722587470e-01,9.208180786196169532e-01,1.099929099488422990e+00,9.900765581140505978e-01,2.002818551281215775e-02,1.170744437179909170e-01,2.793698313889875218e-02
1.340365552743419508e+00,1.288118512919187886e+00,1.333685761016470961e+00,1.417559113576204677e+00,1.825249899615426052e+00,1.293008055024284397e+00,9.980074558068985358e-03,-1.136513914475202891e-01,4.794327155571587173e-01
9.692632809822778750e-01,1.025716050768221255e+00,9.365459437298542245e-01,9.063735533570405067e-01,1.268643388653879267e+00,1.040506051258700548e+00,1.337235977608739745e-01,-1.281295011345819357e-01,2.376122928682880553e-01
1.241285883265680123e+00,1.174755668249365392e+00,1.424281783851283567e+00,1.399926966363042480e+00,1.299035997020157707e+00,1.216095267445762129e+00,2.895711037653761477e-02,4.631435948337794123e-02,3.924284748435475367e-01
1.498242173367442920e+00,1.334383170268540475e+00,1.666774988801472235e+00,1.350013975303458125e+00,2.638303025864381368e-01,1.294347929039864731e+00,1.682183221789755045e-01,5.058529693354564261e-01,4.264453626142175047e-01
8.680647200125894969e-01,1.141692170331902734e+00,1.114573552960090863e+00,1.005209544901370711e+00,1.146822176298671891e+00,1.150077539796960480e+00,1.881207357405169367e-02,-1.168846664741840513e+00,1.416224628850536460e-01
1.156860935929608480e+00,1.043152418431504413e+00,1.181031072890075473e+00,1.096835003948227083e+00,1.137804829660384875e+00,1.106219936226363165e+00,-1.221223297764329960e-02,-4.290533695244732049e-01,2.160800753768525317e-01
1.255247026011592881e+00,1.155959402393754942e+00,1.501633160544495249e+00,1.341755124726862647e+00,1.264000245131438493e+00,1.193512342080573330e+00,-3.283616188285355675e-02,-2.879581714980919416e-01,2.729801009465302464e-01
1.514848136251189858e+00,1.269609048584359412e+00,1.649398274426909783e+00,1.251824324422938339e+00,1.386564716204457870e+00,1.540630675650911829e+00,1.839485326649875629e-01,1.510248170375070864e-01,4.676128143866401521e-01
9.534037492659029889e-01,1.036751307077751871e+00,1.067509985750177082e+00,1.123809394118135740e+00,1.224543365091738556e+00,1.003639005533859097e+00,-8.888901746404030690e-02,-4.916285720645855450e-01,4.425672699979493752e-02
1.327210962955976514e+00,1.259199104583802908e+00,1.632268931177905280e+00,1.373722991027362283e+00,1.478670950570018849e+00,1.390976398151554605e+00,4.631323192198763539e-02,-4.505175515779510365e-01,3.896007803013193938e-01
1.293756015323850761e+00,1.175262161145266715e+00,1.149808629860967768e+00,1.294246501256862913e+00,1.668932338533846593e+00,1.110236617570435458e+00,-1.981914331400080886e-02,5.101263152123280964e-02,4.052049690603201082e-01
1.448944377336103928e+00,1.366080415713397667e+00,1.569834037398868620e+00,1.333976172850002806e+00,1.489837366435483590e+00,1.360358882104774292e+00,1.082907903265959565e-01,3.242419183701726881e-01,4.168751488089688650e-01
1.213174315079478482e+00,1.313509444548731198e+00,1.242117094622200435e+00,1.224845859735003595e+00,1.638156263007123137e+00,1.136722387439326409e+00,-5.311333197954001828e-02,-5.996598003191682125e-01,3.867831840496470108e-01
