,k
0,1.0037635730823278
1,0.9946059561305938
2,0.979845955491915
3,1.0245026754360969
4,1.004179203867542
5,0.994050771805445
6,0.9970218156397855
7,0.9829411473809891
8,1.0154843606252302
9,0.9958683679239438
10,0.9555813021814198
11,1.0040384889263827
12,1.0404992609172052
13,0.9682298444683206
14,0.9750124573150817
15,1.0034812075309139
16,1.0285860184996407
17,0.9885983379210673
18,0.9836655857665696
19,0.9790800403988456
20,1.0110573134216028
21,0.9774497517495713
22,1.0012983487431846
23,1.0064453232516946
24,0.9909066511315091
25,0.986651922426778
26,1.0122130587042268
27,0.9761547168761597
28,1.0202509454661957
29,0.986785397646567
30,0.9997533020168279
31,1.0412723253233598
32,1.0037275982070202
33,1.0164308347199331
34,0.9927742462875486
35,0.9688844288582341
36,1.0297389591543473
37,0.9962045204327716
38,1.03179757117158
39,1.011332236043958
40,1.014884290741989
41,0.9986164565847522
42,0.9643200913558001
43,1.005166573268177
44,1.0199359873230585
45,1.008595737275121
46,0.9742288141117955
47,1.0231170053619518
48,1.017773786920933
49,1.0118106986250897
50,1.0004783943515465
51,1.0077637578858099
52,0.9786269680659341
53,1.0186435697257457
54,1.0129139124665358
55,1.0305968017808071
56,1.0074065721031347
57,0.9808162128404665
58,0.9902048938448356
59,0.962956305342179
60,1.0480287608293481
61,1.0043771330544378
62,1.0012508440178645
63,1.009197225568836
64,1.0072975613444528
65,0.9699587604756464
66,0.9881200891795966
67,0.9893957702674161
68,0.9790534489013707
69,1.013613049557684
70,1.0290861098023902
71,0.9983461159881185
72,1.0018176529267302
73,0.9954083403341221
74,0.9883402285843039
75,0.9999446075879798
76,1.0136742154353777
77,1.0255998910583317
78,1.0300468823758926
79,0.9804031219184697
80,1.0252865198206127
81,0.9912667440533027
82,0.9923671535247381
83,1.0115954408415946
84,1.001238449408413
85,0.951130447249879
86,0.9867348104471763
87,1.0067007029419046
88,0.9868904992116061
89,1.038285487443849
90,0.9749738345953578
91,1.013286489173107
92,1.0132611225989294
93,1.044170573504393
94,0.9630458812882805
95,1.0151392830014399
96,0.9911368692620064
97,0.9812644541380657
98,0.9793912318793315
99,0.9972143871595602
100,0.9937977968740329
101,1.0135300610458347
102,0.9723864595808327
103,0.9695469001186471
104,0.9912163618924849
105,1.0138893531146507
106,0.9611236424869536
107,0.9818528008602901
108,0.9932496623416949
109,0.9855125733900753
110,1.023415328746169
111,1.030155024176102
112,0.975319353656771
113,1.0151476612987391
114,0.991812005525085
115,0.9943177378562679
116,1.0222949411508269
117,1.010818501747399
118,1.0071885188064646
119,0.9661385898865451
120,1.0099159606189427
121,1.0336919352781806
122,1.0078878833847056
123,1.0485361380984968
124,1.0172400128601187
125,0.9859179567724428
126,1.0309902398845514
127,0.9752755008349259
128,1.0158134737785594
129,1.008998459901265
130,1.0023585116758231
131,1.0067364269717247
132,1.0152652132334294
133,0.969346573708774
134,0.9947025031343795
135,0.9813851823157993
136,0.9960752077512677
137,0.9584686568763412
138,1.0107483319416688
139,1.0383469840938238
140,1.043604564822235
141,1.011693427607344
142,1.0000823830528085
143,0.989472955053863
144,0.9811604965876753
145,1.0042034796506163
146,0.9986541705698005
147,0.9884769663898725
148,0.9754352096302162
149,1.0194459609152549
150,1.0374855399114513
151,0.9824998409773215
152,0.9780710356937057
153,1.0341971888941874
154,1.0070545073047859
155,1.0128438406022287
156,1.0435618237653654
157,0.967765360439805
158,0.9777753498716962
159,0.9918805112859265
160,1.0393271801431923
161,1.026414364893022
162,0.9645800140407033
163,1.0377220240568301
164,1.0234324922517217
165,0.985770820798331
166,0.9821382544850323
167,1.0085565380207273
168,0.9856420025714401
169,0.9759588307684292
170,1.0216168800037957
171,1.0200524229609376
172,1.0071069613801484
173,0.9553947811934695
174,0.990982716045076
175,1.0001277505891653
176,0.9914822499962482
177,1.017149821699461
178,1.0117907384986653
179,0.983020595031806
180,1.0142358510569662
181,1.0085525314545611
182,0.9863746596248829
183,1.0086539998630302
184,0.9863523227528016
185,1.0019774267656925
186,0.9636277417609637
187,1.0580549338833232
188,0.9678288710621534
189,1.0043763673659774
190,1.0359103111155923
191,1.011440210571725
