,k_v,k_f
0,0.9911203097297052,1.0044092963785003
1,1.017158719747057,1.0125913268717242
2,1.0113933896871024,0.9945647528505948
3,0.9867785008409341,0.9735970232106279
4,0.9825223497737998,0.9925405158999735
5,0.9861094267711483,0.9848736725491938
6,0.964790680620384,0.9241250361187268
7,1.0060222507616459,1.023503010088322
8,0.9765182918993941,0.9809274621622748
9,0.9829642918700006,0.9844663595223005
10,0.9564019833579717,1.0136437543433499
11,0.9761264079913687,0.984395704501596
12,0.962852393854596,1.0488524589250139
13,0.9778216849086305,1.0032684721095364
14,0.9898978582923816,1.0200851314287596
15,1.0539199636573884,1.0740633466003242
16,0.9915660376762958,1.0097990091454836
17,0.9650865666793007,1.0438283466734284
18,0.9555575087751922,1.027274708669174
19,0.9790917701403743,0.9688606816023949
20,0.9823772348571115,0.9965497817629267
21,0.9456363168713231,1.0390779914114456
22,1.002807476208559,1.0056404497053604
23,0.9782184608927781,1.0284360967142316
24,1.0183838461042378,1.0571123606240598
25,0.958934011443133,1.03255380920217
26,0.9888834932827826,0.9518661711801677
27,0.987120881037378,0.9241385616228815
28,0.9948401118928938,1.0937346633995046
29,1.0218703124028503,1.0145425036565494
30,1.005163822995576,0.9283889140690196
31,0.9747029303473196,1.0151507126400428
32,1.0134817420526874,0.915478295300287
33,0.9738308782372943,1.0560488001315598
34,0.9707132424993099,0.9004467569858757
35,0.9736600282509618,0.9811262958434547
36,1.006275014815012,1.049718389406073
37,1.0002026582010421,0.9894338146475669
38,0.9591540416255263,0.9476787019278204
39,1.0186254087935092,0.9824979077736257
40,1.0048303724973358,1.027079475641821
41,1.005628748413656,1.0519056567643545
42,0.9907513285290193,0.9277821470070519
43,1.032382570582625,1.057639592955451
44,1.0135793267635242,1.0089405543205523
45,1.026208980325734,0.9919204872073488
46,0.9980929286160055,0.9628935458170715
47,1.0182594159647145,1.020241107578306
48,0.9857851326301286,0.979040340240962
49,0.993529959796126,0.9817629302869865
50,0.9910213218636909,0.988526926395952
51,1.011679783890349,1.014354960554115
52,0.9973004072163107,1.060539949387567
53,0.993953209092595,1.0148102224178137
54,0.9883923002859221,0.9995049277418452
55,0.9827107417808975,0.9740590681535544
56,0.9976175532644078,0.9945666911896254
57,0.9904158702504706,0.9571057429056924
58,0.994293701376693,1.0456476047242085
59,0.9883917869143608,0.9572296695495378
60,0.9768777946617743,0.9980286184799557
61,1.003944398097331,1.0392708196543472
62,1.0052665012972932,1.0548550221530058
63,1.0083749836084726,0.952918080062588
64,0.9774986418570856,0.9810632479209764
65,0.9952906651391629,0.9914992729143689
66,0.9905762717244744,1.1142988885695124
67,1.0237686183829364,0.9781727586014861
68,0.9868787285388697,0.9537627018593492
