1.098559786332615973e+00,8.477580216703439753e-01,1.073048981664304069e+00,1.004599842610073512e+00,1.085761441907263647e+00,9.791555814813185377e-01,3.299353344835939672e-02,3.800393787246647004e-01
9.236106589017690771e-01,8.337107881062592041e-01,8.579100959646814850e-01,1.086499809436753061e+00,1.283946938725164078e+00,8.080294740980620283e-01,-4.502035301917783894e-02,-6.355693649133736800e-02
1.015517380270869019e+00,9.302406890271378570e-01,9.100916642908470910e-01,9.922024033786093211e-01,1.098244635436449457e+00,8.685554065692782100e-01,-3.438072530923089176e-02,6.506512083794446788e-02
9.346787378768114385e-01,8.220211684886739034e-01,7.278936536369280397e-01,9.105946672768986394e-01,9.946418426633709675e-01,8.029567162369648514e-01,-1.388249855041312486e-02,3.433599098182615883e-02
1.011401824313416631e+00,9.315025762580297908e-01,1.162436796441629783e+00,1.099289169991665593e+00,1.253517185371881171e+00,1.022538663374444212e+00,1.141397241898189918e-02,-3.351925463725448084e-01
1.036478949751541867e+00,9.445467941147767110e-01,1.035652210291021280e+00,9.581147837141734680e-01,8.829232899040220239e-01,9.393700826079127708e-01,4.060134657557444571e-02,2.522617394876446317e-01
1.012054858085179587e+00,9.821972619564974805e-01,9.948799757389921172e-01,1.159083318455312206e+00,3.893344791609349986e-01,1.007060060807395852e+00,-1.245305059583199786e-01,-2.428942281376576529e-01
1.021982217992616349e+00,9.375103424530248919e-01,9.678512401757554118e-01,9.983632012446087556e-01,7.193576057362917053e-01,9.643533762311906621e-01,-8.032342424370078615e-03,-1.143043542037763816e-01
9.658370965054972057e-01,9.141839405097842430e-01,8.084701362712646278e-01,1.022619251102345750e+00,1.013626469669974606e+00,9.522971821366780221e-01,-6.912994821074278096e-02,-1.988433197356637150e-02
8.877553778190816480e-01,9.164089839275407767e-01,9.436588995687393844e-01,9.086077998179099557e-01,5.892929632066118417e-01,9.295967354650881420e-01,9.815777441576273299e-02,-3.399507832038145549e-01
9.554416084913236462e-01,9.897135878597420611e-01,1.072756747491506513e+00,1.017928266020637240e+00,1.168446937620385873e+00,9.082891487984176004e-01,6.102409042729063648e-02,-1.378835785939317715e-01
9.814151356722873309e-01,9.162601535945782416e-01,1.001264473640177455e+00,9.304331606699223212e-01,1.057440853190251273e+00,9.925144922474812281e-01,2.251547278054988332e-03,-4.378208435036737844e-01
1.014549833672015566e+00,1.036940914050342943e+00,1.130678678422375238e+00,8.516211371976366573e-01,7.650560717357648421e-01,9.744706921646806297e-01,1.466446832796067801e-01,-1.578390878852291290e-01
8.808482946447732109e-01,7.537038416468447855e-01,7.326152683702000790e-01,9.341551440726596489e-01,9.962149854772556212e-01,8.066549384474649420e-01,5.437846046021348884e-02,2.544339239512539708e-01
9.832923569846210299e-01,9.575777349270679917e-01,1.111003436286552626e+00,1.002118908955442977e+00,7.354324951863362436e-01,1.027654013516297038e+00,1.199472602855815445e-01,7.808805054770662224e-02
1.084466693696480633e+00,9.577923052791845748e-01,1.260117045228125843e+00,1.238725058093003595e+00,1.283580439012647512e+00,1.011600119371710349e+00,-7.028751603466493192e-02,4.844540796667733129e-02
1.083954941534582606e+00,8.571393818868759951e-01,9.328971048003982247e-01,1.052614246285047628e+00,-8.786041763760604750e-01,9.329694461229557367e-01,-1.852200011817652786e-02,3.434395555173933579e-01
1.094650871305524742e+00,8.618536133959995293e-01,1.074090397100859740e+00,1.059816905273841758e+00,1.314748387775443117e+00,1.000597363021893393e+00,3.451245506121856932e-02,4.322428698445285322e-01
9.421708716558219177e-01,8.825609802908178647e-01,9.638058522289948415e-01,9.794103798360315194e-01,1.266815679316882104e+00,1.063632952195171955e+00,1.705713203841126291e-02,-1.803119711098428446e-01
9.680851678614207367e-01,8.714139779713873102e-01,9.186576282189381493e-01,9.491078622861925940e-01,-9.480119763957233214e-01,8.549656451441041138e-01,5.057275900717722594e-02,-1.400988537100436304e-01
1.104778118578697121e+00,1.009461666941257274e+00,1.072488177619740579e+00,1.101597072715206460e+00,9.127210678460695448e-01,1.023807111472310183e+00,-2.807833494981293310e-02,3.486584528424593321e-01
1.013477307665180405e+00,9.724246739732209655e-01,9.524725799762244760e-01,1.130053503170016516e+00,1.107807401856944818e+00,9.444236133959381663e-01,-1.335070900450470166e-01,-8.770360598806475894e-02
9.257996150972248595e-01,9.236220445394970335e-01,9.617679853519123245e-01,1.065045343453751681e+00,-1.044024141559366292e+00,9.297889559599135101e-01,-7.248228702872881214e-03,-8.622698117469734802e-02
1.022770743885673905e+00,9.125376574014013586e-01,1.014919983754039690e+00,9.378736219556270681e-01,9.280750290406415415e-01,9.319559918745563554e-01,6.973718573144258026e-02,6.563818396845277903e-03
1.130863039662634240e+00,9.014342296910814456e-01,1.201111753866539900e+00,1.243323735309193045e+00,1.045194713198944303e+00,1.117671389708641216e+00,-1.004500618743230378e-01,3.769814062820333600e-01
9.533612893423966117e-01,9.456839751445592634e-01,9.732329348037739303e-01,9.841133426155480590e-01,8.082406171949911844e-01,8.793271725069656819e-01,3.293158036747284578e-02,-9.460795617118267220e-02
9.819739057264860183e-01,1.020462641850560015e+00,1.210885803454760934e+00,1.127617793224428899e+00,-1.227455701152613710e+00,1.075253507749485138e+00,-4.157147764203754370e-02,-6.776525892731549705e-01
9.292603730084028069e-01,9.307657675487305271e-01,1.011642403682692981e+00,1.022475787396937896e+00,1.225126737875928740e+00,8.847907754752843967e-01,-1.868418294095940124e-02,-5.072560856796919371e-01
9.675339584608544374e-01,9.183681384654346358e-01,1.019526615561975769e+00,8.526758026610631314e-01,1.399537030130753035e+00,9.191731721120690590e-01,2.163240770093721732e-01,9.703010134956308042e-02
9.009500020843033141e-01,8.225602746678618571e-01,8.518739499588615649e-01,9.569633208066046226e-01,1.245707573931404966e+00,9.044792548276672228e-01,-5.755715101127573119e-03,-2.819499085471530719e-01
1.014219695695637968e+00,9.929612331757884380e-01,1.112259173805675072e+00,9.272034065859582341e-01,1.228563800896493863e+00,1.029769774236726887e+00,1.351814603864074926e-01,1.997849288340241836e-01
9.826660355291639837e-01,9.559715362037137787e-01,1.053544952874725160e+00,1.002792783535895182e+00,1.444003343055312527e+00,9.936634802202586325e-01,9.283041295309109320e-03,-1.925076840489458596e-01
1.074840188581356770e+00,9.011155093844391839e-01,1.035917191482202737e+00,1.014981054754830136e+00,1.037582125074846706e+00,9.463624753770470965e-01,1.146421488522246512e-02,1.204728563326097623e-02
9.478285190638776614e-01,9.678141801732218497e-01,9.846873730116217915e-01,1.097339460880816242e+00,1.273531451592212704e+00,8.754198434940165807e-01,-9.322011567981464131e-02,-3.140340177501905750e-01
9.997695149590267727e-01,9.457675228648523280e-01,9.420804859865661296e-01,9.452266333524790287e-01,1.177029631777963381e+00,9.910978739918256952e-01,1.553660314878500814e-02,2.406111924490420551e-01
1.056291623116240475e+00,9.857214606799202805e-01,1.238805436148885386e+00,1.033219398634876107e+00,1.526644796529671666e+00,1.007881369350994039e+00,3.885486415669916344e-02,-2.296228354067318955e-01
9.437490381612982926e-01,9.408685102374352294e-01,9.080848792569284900e-01,1.030912174139335891e+00,1.018507224162344516e+00,9.291060567669037207e-01,-2.798560369853537663e-02,6.609638299562183017e-02
1.087750488712651675e+00,1.141312765957246178e+00,1.264591100756182751e+00,8.814050177171273148e-01,-1.155305364226855147e+00,1.017807273092198539e+00,1.087639173694249367e-01,-5.876949962974394037e-02
1.083913797265204204e+00,9.750964206684363811e-01,1.134800912761725566e+00,1.003174454267363069e+00,8.470402902528313405e-01,9.952194033576112764e-01,5.424733419540028745e-02,3.574779388207863229e-02
9.761346661665830649e-01,8.383674429926369909e-01,8.467100018301434439e-01,1.019700273528942880e+00,-9.566769049493624166e-01,8.300145006939138037e-01,-1.649669140757588706e-02,6.343351294217836056e-02
9.334315018068981562e-01,9.647164915342439917e-01,1.113728554347977573e+00,1.076847930409882137e+00,1.122771117257649109e+00,9.437806919307865083e-01,1.182413443106924977e-02,-4.660599762482494635e-01
9.261805149998781905e-01,9.946139769830200095e-01,1.036084509410114318e+00,1.125425955804348899e+00,9.141934370599932302e-01,1.058170893005597968e+00,-6.810081892085066702e-02,-1.635727381306361639e-01
9.780902126000866614e-01,9.134215145392252655e-01,1.009890632507715935e+00,1.086474436052044856e+00,1.304595873099785530e+00,9.630473747964639619e-01,-8.004684394573910455e-02,-4.517964503762816886e-01
1.039568020147025873e+00,9.384675948061719231e-01,1.020432530442552110e+00,1.039590519673167845e+00,1.118522418923045603e+00,9.130889642836007569e-01,-8.446076719700379432e-03,-8.635127764815314633e-02
1.110267045564791832e+00,1.002420776389310264e+00,1.042194690678867719e+00,9.709363819348454383e-01,1.064126362653942781e+00,1.012985410747134774e+00,1.105652111117515213e-02,3.215308252447443560e-01
9.767594835508122131e-01,1.007643446628530892e+00,9.815188722338780147e-01,1.153522846626241938e+00,1.099142375374219549e+00,9.644707025800293154e-01,-1.107702368449170194e-01,-2.001211368993938700e-01
